fir_id,officer_id,assigned_date,is_lead_officer
FIR-000607,OFF-0098,2023-06-18,True
FIR-000608,OFF-0098,2023-06-20,True
FIR-000609,OFF-0129,2023-07-06,True
FIR-000610,OFF-0036,2023-07-18,True
FIR-000611,OFF-0005,2023-07-30,True
FIR-000612,OFF-0036,2023-07-31,True
FIR-000613,OFF-0067,2023-08-29,True
FIR-000614,OFF-0005,2023-08-18,True
FIR-000615,OFF-0067,2023-08-27,True
FIR-000616,OFF-0129,2023-08-13,True
FIR-000617,OFF-0036,2023-08-21,True
FIR-000618,OFF-0129,2023-09-09,True
FIR-000619,OFF-0098,2023-09-01,True
FIR-000620,OFF-0036,2023-09-12,True
FIR-000621,OFF-0098,2023-09-18,True
FIR-000622,OFF-0036,2023-09-24,True
FIR-000623,OFF-0036,2023-10-19,True
FIR-000624,OFF-0005,2023-10-19,True
FIR-000625,OFF-0098,2023-10-19,True
FIR-000626,OFF-0067,2023-10-08,True
FIR-000627,OFF-0067,2023-10-14,True
FIR-000628,OFF-0036,2023-11-20,True
FIR-000629,OFF-0036,2023-11-18,True
FIR-000630,OFF-0098,2023-11-16,True
FIR-000631,OFF-0036,2023-11-09,True
FIR-000632,OFF-0067,2023-11-21,True
FIR-000633,OFF-0098,2023-12-29,True
FIR-000634,OFF-0098,2023-12-04,True
FIR-000635,OFF-0098,2023-12-07,True
FIR-000636,OFF-0036,2023-12-05,True
FIR-000637,OFF-0005,2024-01-08,True
FIR-000638,OFF-0098,2024-01-20,True
FIR-000639,OFF-0067,2024-01-06,True
FIR-000640,OFF-0129,2024-01-30,True
FIR-000641,OFF-0067,2024-02-09,True
FIR-000642,OFF-0129,2024-02-10,True
FIR-000643,OFF-0036,2024-02-09,True
FIR-000644,OFF-0098,2024-02-14,True
FIR-000645,OFF-0098,2024-03-13,True
FIR-000646,OFF-0067,2024-03-01,True
FIR-000647,OFF-0067,2024-03-19,True
FIR-000648,OFF-0098,2024-03-16,True
FIR-000649,OFF-0129,2024-04-07,True
FIR-000650,OFF-0129,2024-04-19,True
FIR-000651,OFF-0005,2024-04-29,True
FIR-000652,OFF-0067,2024-04-07,True
FIR-000653,OFF-0129,2024-05-27,True
FIR-000654,OFF-0129,2024-05-15,True
FIR-000655,OFF-0098,2024-05-21,True
FIR-000656,OFF-0036,2024-05-06,True
FIR-000657,OFF-0005,2024-06-17,True
FIR-000658,OFF-0036,2024-06-22,True
FIR-000659,OFF-0098,2024-06-14,True
FIR-000660,OFF-0129,2024-06-13,True
FIR-000661,OFF-0067,2024-07-29,True
FIR-000662,OFF-0129,2024-07-18,True
FIR-000663,OFF-0005,2024-07-29,True
FIR-000664,OFF-0067,2024-07-07,True
FIR-000665,OFF-0067,2024-08-06,True
FIR-000666,OFF-0036,2024-08-08,True
FIR-000667,OFF-0129,2024-08-17,True
FIR-000668,OFF-0129,2024-08-23,True
FIR-000669,OFF-0036,2024-08-06,True
FIR-000670,OFF-0098,2024-09-07,True
FIR-000671,OFF-0129,2024-09-02,True
FIR-000672,OFF-0098,2024-09-24,True
FIR-000673,OFF-0098,2024-09-04,True
FIR-000674,OFF-0005,2024-09-11,True
FIR-000675,OFF-0129,2024-10-25,True
FIR-000676,OFF-0005,2024-10-08,True
FIR-000677,OFF-0098,2024-10-07,True
FIR-000678,OFF-0067,2024-10-16,True
FIR-000679,OFF-0005,2024-10-14,True
FIR-000680,OFF-0067,2024-11-20,True
FIR-000681,OFF-0098,2024-11-24,True
FIR-000682,OFF-0005,2024-11-26,True
FIR-000683,OFF-0005,2024-11-29,True
FIR-000684,OFF-0067,2024-11-27,True
FIR-000685,OFF-0067,2024-12-08,True
FIR-000686,OFF-0067,2024-12-14,True
FIR-000687,OFF-0005,2024-12-03,True
FIR-000688,OFF-0005,2024-12-15,True
FIR-000689,OFF-0098,2025-01-11,True
FIR-000690,OFF-0067,2025-01-04,True
FIR-000691,OFF-0129,2025-01-06,True
FIR-000692,OFF-0129,2025-01-27,True
FIR-000693,OFF-0005,2025-02-24,True
FIR-000694,OFF-0129,2025-02-13,True
FIR-000695,OFF-0129,2025-02-23,True
FIR-000696,OFF-0098,2025-02-16,True
FIR-000697,OFF-0129,2025-03-04,True
FIR-000698,OFF-0098,2025-03-20,True
FIR-000699,OFF-0005,2025-03-01,True
FIR-000700,OFF-0005,2025-03-23,True
FIR-000701,OFF-0067,2025-04-17,True
FIR-000702,OFF-0129,2025-04-21,True
FIR-000703,OFF-0129,2025-04-10,True
FIR-000704,OFF-0129,2025-04-15,True
FIR-000705,OFF-0005,2025-05-05,True
FIR-000706,OFF-0005,2025-05-08,True
FIR-000707,OFF-0098,2025-05-23,True
FIR-000708,OFF-0005,2025-05-31,True
FIR-000709,OFF-0129,2025-06-06,True
FIR-000710,OFF-0098,2025-06-03,True
FIR-000711,OFF-0036,2025-06-03,True
FIR-000712,OFF-0129,2025-06-02,True
FIR-000713,OFF-0098,2025-07-13,True
FIR-000714,OFF-0005,2025-07-20,True
FIR-000715,OFF-0005,2025-07-12,True
FIR-000716,OFF-0036,2025-07-10,True
FIR-000717,OFF-0098,2025-08-15,True
FIR-000718,OFF-0129,2025-08-09,True
FIR-000719,OFF-0036,2025-08-15,True
FIR-000720,OFF-0005,2025-08-27,True
FIR-000721,OFF-0067,2025-08-30,True
FIR-000722,OFF-0098,2025-09-20,True
FIR-000723,OFF-0036,2025-09-30,True
FIR-000724,OFF-0067,2025-09-01,True
FIR-000725,OFF-0036,2025-09-04,True
FIR-000726,OFF-0005,2025-09-30,True
FIR-000727,OFF-0098,2025-10-23,True
FIR-000728,OFF-0005,2025-10-25,True
FIR-000729,OFF-0067,2025-10-06,True
FIR-000730,OFF-0005,2025-10-03,True
FIR-000731,OFF-0005,2025-10-17,True
FIR-000732,OFF-0098,2025-11-20,True
FIR-000733,OFF-0129,2025-11-17,True
FIR-000734,OFF-0098,2025-11-21,True
FIR-000735,OFF-0098,2025-11-24,True
FIR-000736,OFF-0129,2025-11-24,True
FIR-000737,OFF-0005,2025-12-04,True
FIR-000738,OFF-0067,2025-12-24,True
FIR-000739,OFF-0067,2025-12-10,True
FIR-000740,OFF-0036,2025-12-21,True
FIR-000741,OFF-0068,2021-01-21,True
FIR-000742,OFF-0006,2021-01-16,True
FIR-000743,OFF-0068,2021-02-24,True
FIR-000744,OFF-0161,2021-02-22,True
FIR-000745,OFF-0006,2021-03-11,True
FIR-000746,OFF-0161,2021-03-05,True
FIR-000747,OFF-0006,2021-04-02,True
FIR-000748,OFF-0161,2021-04-02,True
FIR-000749,OFF-0068,2021-05-19,True
FIR-000750,OFF-0161,2021-05-10,True
FIR-000751,OFF-0068,2021-06-19,True
FIR-000752,OFF-0006,2021-06-26,True
FIR-000753,OFF-0161,2021-07-13,True
FIR-000754,OFF-0161,2021-07-24,True
FIR-000755,OFF-0006,2021-08-20,True
FIR-000756,OFF-0161,2021-08-21,True
FIR-000757,OFF-0006,2021-09-15,True
FIR-000758,OFF-0161,2021-09-12,True
FIR-000759,OFF-0006,2021-10-24,True
FIR-000760,OFF-0006,2021-10-23,True
FIR-000761,OFF-0068,2021-11-29,True
FIR-000762,OFF-0161,2021-11-22,True
FIR-000763,OFF-0006,2021-12-17,True
FIR-000764,OFF-0006,2021-12-30,True
FIR-000765,OFF-0161,2022-01-22,True
FIR-000766,OFF-0068,2022-01-18,True
FIR-000767,OFF-0006,2022-02-19,True
FIR-000768,OFF-0006,2022-02-25,True
FIR-000769,OFF-0068,2022-03-14,True
FIR-000770,OFF-0068,2022-03-26,True
FIR-000771,OFF-0068,2022-04-18,True
FIR-000772,OFF-0161,2022-04-29,True
FIR-000773,OFF-0006,2022-05-09,True
FIR-000774,OFF-0006,2022-05-14,True
FIR-000775,OFF-0006,2022-06-12,True
FIR-000776,OFF-0006,2022-06-29,True
FIR-000777,OFF-0006,2022-07-29,True
FIR-000778,OFF-0006,2022-07-01,True
FIR-000779,OFF-0068,2022-08-10,True
FIR-000780,OFF-0161,2022-08-29,True
FIR-000781,OFF-0161,2022-09-17,True
FIR-000782,OFF-0161,2022-09-04,True
FIR-000783,OFF-0161,2022-10-17,True
FIR-000784,OFF-0006,2022-10-21,True
FIR-000785,OFF-0068,2022-11-06,True
FIR-000786,OFF-0068,2022-11-26,True
FIR-000787,OFF-0161,2022-12-26,True
FIR-000788,OFF-0068,2022-12-08,True
FIR-000789,OFF-0006,2023-01-22,True
FIR-000790,OFF-0006,2023-01-28,True
FIR-000791,OFF-0068,2023-02-28,True
FIR-000792,OFF-0006,2023-02-02,True
FIR-000793,OFF-0006,2023-03-23,True
FIR-000794,OFF-0161,2023-03-29,True
FIR-000795,OFF-0006,2023-04-30,True
FIR-000796,OFF-0161,2023-04-17,True
FIR-000797,OFF-0161,2023-05-23,True
FIR-000798,OFF-0068,2023-05-02,True
FIR-000799,OFF-0068,2023-06-18,True
FIR-000800,OFF-0006,2023-06-07,True
FIR-000801,OFF-0006,2023-07-09,True
FIR-000802,OFF-0006,2023-07-04,True
FIR-000803,OFF-0161,2023-08-14,True
FIR-000804,OFF-0161,2023-08-08,True
FIR-000805,OFF-0068,2023-09-14,True
FIR-000806,OFF-0161,2023-09-29,True
FIR-000807,OFF-0068,2023-10-21,True
FIR-000808,OFF-0006,2023-10-25,True
FIR-000809,OFF-0161,2023-11-19,True
FIR-000810,OFF-0006,2023-11-09,True
FIR-000811,OFF-0161,2023-12-04,True
FIR-000812,OFF-0161,2023-12-10,True
FIR-000813,OFF-0068,2024-01-15,True
FIR-000814,OFF-0161,2024-01-28,True
FIR-000815,OFF-0006,2024-02-01,True
FIR-000816,OFF-0068,2024-02-03,True
FIR-000817,OFF-0006,2024-03-27,True
FIR-000818,OFF-0161,2024-03-03,True
FIR-000819,OFF-0068,2024-04-11,True
FIR-000820,OFF-0068,2024-04-13,True
FIR-000821,OFF-0068,2024-05-12,True
FIR-000822,OFF-0068,2024-05-18,True
FIR-000823,OFF-0161,2024-06-28,True
FIR-000824,OFF-0006,2024-06-26,True
FIR-000825,OFF-0006,2024-07-20,True
FIR-000826,OFF-0161,2024-07-06,True
FIR-000827,OFF-0006,2024-08-14,True
FIR-000828,OFF-0006,2024-08-31,True
FIR-000829,OFF-0006,2024-09-28,True
FIR-000830,OFF-0006,2024-09-14,True
FIR-000831,OFF-0068,2024-10-22,True
FIR-000832,OFF-0068,2024-10-03,True
FIR-000833,OFF-0068,2024-11-05,True
FIR-000834,OFF-0006,2024-11-02,True
FIR-000835,OFF-0161,2024-12-23,True
FIR-000836,OFF-0161,2024-12-22,True
FIR-000837,OFF-0068,2025-01-07,True
FIR-000838,OFF-0006,2025-01-03,True
FIR-000839,OFF-0068,2025-02-28,True
FIR-000840,OFF-0006,2025-02-17,True
FIR-000841,OFF-0006,2025-03-20,True
FIR-000842,OFF-0068,2025-03-06,True
FIR-000843,OFF-0161,2025-04-25,True
FIR-000844,OFF-0006,2025-04-23,True
FIR-000845,OFF-0068,2025-05-11,True
FIR-000846,OFF-0068,2025-05-03,True
FIR-000847,OFF-0161,2025-06-13,True
FIR-000848,OFF-0006,2025-06-10,True
FIR-000849,OFF-0068,2025-07-15,True
FIR-000850,OFF-0068,2025-07-15,True
FIR-000851,OFF-0068,2025-08-30,True
FIR-000852,OFF-0068,2025-08-04,True
FIR-000853,OFF-0006,2025-09-18,True
FIR-000854,OFF-0161,2025-09-27,True
FIR-000855,OFF-0161,2025-10-25,True
FIR-000856,OFF-0161,2025-10-09,True
FIR-000857,OFF-0068,2025-11-12,True
FIR-000858,OFF-0161,2025-11-11,True
FIR-000859,OFF-0006,2025-12-22,True
FIR-000860,OFF-0161,2025-12-02,True
FIR-000861,OFF-0162,2021-01-24,True
FIR-000862,OFF-0100,2021-01-27,True
FIR-000863,OFF-0038,2021-02-03,True
FIR-000864,OFF-0100,2021-02-12,True
FIR-000865,OFF-0162,2021-03-06,True
FIR-000866,OFF-0162,2021-03-06,True
FIR-000867,OFF-0038,2021-04-30,True
FIR-000868,OFF-0038,2021-04-11,True
FIR-000869,OFF-0038,2021-05-29,True
FIR-000870,OFF-0100,2021-05-21,True
FIR-000871,OFF-0100,2021-06-18,True
FIR-000872,OFF-0038,2021-06-08,True
FIR-000873,OFF-0162,2021-07-01,True
FIR-000874,OFF-0100,2021-07-10,True
FIR-000875,OFF-0162,2021-08-23,True
FIR-000876,OFF-0162,2021-08-20,True
FIR-000877,OFF-0038,2021-09-27,True
FIR-000878,OFF-0100,2021-09-04,True
FIR-000879,OFF-0038,2021-10-10,True
FIR-000880,OFF-0038,2021-10-23,True
FIR-000881,OFF-0100,2021-11-12,True
FIR-000882,OFF-0162,2021-11-26,True
FIR-000883,OFF-0100,2021-12-23,True
FIR-000884,OFF-0162,2021-12-19,True
FIR-000885,OFF-0100,2022-01-16,True
FIR-000886,OFF-0162,2022-01-05,True
FIR-000887,OFF-0162,2022-02-01,True
FIR-000888,OFF-0100,2022-02-25,True
FIR-000889,OFF-0100,2022-03-17,True
FIR-000890,OFF-0162,2022-03-02,True
FIR-000891,OFF-0100,2022-04-10,True
FIR-000892,OFF-0038,2022-04-02,True
FIR-000893,OFF-0038,2022-05-09,True
FIR-000894,OFF-0038,2022-05-31,True
FIR-000895,OFF-0038,2022-06-30,True
FIR-000896,OFF-0100,2022-06-05,True
FIR-000897,OFF-0162,2022-07-31,True
FIR-000898,OFF-0100,2022-07-28,True
FIR-000899,OFF-0100,2022-08-16,True
FIR-000900,OFF-0162,2022-08-26,True
FIR-000901,OFF-0038,2022-09-15,True
FIR-000902,OFF-0038,2022-09-26,True
FIR-000903,OFF-0038,2022-10-07,True
FIR-000904,OFF-0162,2022-10-03,True
FIR-000905,OFF-0038,2022-11-22,True
FIR-000906,OFF-0100,2022-11-13,True
FIR-000907,OFF-0100,2022-12-24,True
FIR-000908,OFF-0100,2022-12-07,True
FIR-000909,OFF-0038,2023-01-28,True
FIR-000910,OFF-0100,2023-01-02,True
FIR-000911,OFF-0038,2023-02-24,True
FIR-000912,OFF-0100,2023-02-28,True
FIR-000913,OFF-0162,2023-03-02,True
FIR-000914,OFF-0038,2023-03-12,True
FIR-000915,OFF-0162,2023-04-28,True
FIR-000916,OFF-0162,2023-04-02,True
FIR-000917,OFF-0100,2023-05-29,True
FIR-000918,OFF-0100,2023-05-01,True
FIR-000919,OFF-0100,2023-06-10,True
FIR-000920,OFF-0100,2023-06-11,True
FIR-000921,OFF-0038,2023-07-24,True
FIR-000922,OFF-0162,2023-07-16,True
FIR-000923,OFF-0162,2023-08-11,True
FIR-000924,OFF-0038,2023-08-03,True
FIR-000925,OFF-0100,2023-09-26,True
FIR-000926,OFF-0100,2023-09-29,True
FIR-000927,OFF-0100,2023-10-30,True
FIR-000928,OFF-0100,2023-10-25,True
FIR-000929,OFF-0162,2023-11-24,True
FIR-000930,OFF-0038,2023-11-06,True
FIR-000931,OFF-0038,2023-12-20,True
FIR-000932,OFF-0162,2023-12-28,True
FIR-000933,OFF-0038,2024-01-05,True
FIR-000934,OFF-0162,2024-01-12,True
FIR-000935,OFF-0038,2024-02-08,True
FIR-000936,OFF-0038,2024-02-24,True
FIR-000937,OFF-0100,2024-03-02,True
FIR-000938,OFF-0038,2024-03-15,True
FIR-000939,OFF-0162,2024-04-15,True
FIR-000940,OFF-0100,2024-04-02,True
FIR-000941,OFF-0100,2024-05-24,True
FIR-000942,OFF-0038,2024-05-10,True
FIR-000943,OFF-0162,2024-06-07,True
FIR-000944,OFF-0100,2024-06-29,True
FIR-000945,OFF-0038,2024-07-15,True
FIR-000946,OFF-0038,2024-07-26,True
FIR-000947,OFF-0162,2024-08-01,True
FIR-000948,OFF-0162,2024-08-16,True
FIR-000949,OFF-0162,2024-09-13,True
FIR-000950,OFF-0100,2024-09-04,True
FIR-000951,OFF-0038,2024-10-15,True
FIR-000952,OFF-0100,2024-10-10,True
FIR-000953,OFF-0100,2024-11-28,True
FIR-000954,OFF-0162,2024-11-26,True
FIR-000955,OFF-0100,2024-12-03,True
FIR-000956,OFF-0100,2024-12-05,True
FIR-000957,OFF-0038,2025-01-04,True
FIR-000958,OFF-0038,2025-01-09,True
FIR-000959,OFF-0100,2025-02-17,True
FIR-000960,OFF-0038,2025-02-15,True
FIR-000961,OFF-0100,2025-03-28,True
FIR-000962,OFF-0038,2025-03-31,True
FIR-000963,OFF-0162,2025-04-05,True
FIR-000964,OFF-0100,2025-04-06,True
FIR-000965,OFF-0162,2025-05-22,True
FIR-000966,OFF-0100,2025-05-23,True
FIR-000967,OFF-0038,2025-06-03,True
FIR-000968,OFF-0100,2025-06-30,True
FIR-000969,OFF-0162,2025-07-30,True
FIR-000970,OFF-0100,2025-07-05,True
FIR-000971,OFF-0162,2025-08-28,True
FIR-000972,OFF-0162,2025-08-10,True
FIR-000973,OFF-0162,2025-09-26,True
FIR-000974,OFF-0162,2025-09-14,True
FIR-000975,OFF-0162,2025-10-06,True
FIR-000976,OFF-0162,2025-10-03,True
FIR-000977,OFF-0038,2025-11-04,True
FIR-000978,OFF-0038,2025-11-20,True
FIR-000979,OFF-0038,2025-12-18,True
FIR-000980,OFF-0100,2025-12-03,True
FIR-000981,OFF-0039,2021-01-27,True
FIR-000982,OFF-0070,2021-01-12,True
FIR-000983,OFF-0008,2021-02-02,True
FIR-000984,OFF-0039,2021-02-10,True
FIR-000985,OFF-0039,2021-03-21,True
FIR-000986,OFF-0132,2021-03-03,True
FIR-000987,OFF-0132,2021-04-24,True
FIR-000988,OFF-0070,2021-04-17,True
FIR-000989,OFF-0132,2021-05-25,True
FIR-000990,OFF-0008,2021-05-10,True
FIR-000991,OFF-0039,2021-06-03,True
FIR-000992,OFF-0039,2021-06-03,True
FIR-000993,OFF-0070,2021-07-07,True
FIR-000994,OFF-0132,2021-07-31,True
FIR-000995,OFF-0008,2021-08-10,True
FIR-000996,OFF-0039,2021-08-23,True
FIR-000997,OFF-0132,2021-09-24,True
FIR-000998,OFF-0008,2021-09-13,True
FIR-000999,OFF-0070,2021-10-29,True
FIR-001000,OFF-0132,2021-10-07,True
FIR-001001,OFF-0132,2021-11-03,True
FIR-001002,OFF-0070,2021-11-29,True
FIR-001003,OFF-0039,2021-12-04,True
FIR-001004,OFF-0039,2021-12-16,True
FIR-001005,OFF-0039,2022-01-14,True
FIR-001006,OFF-0008,2022-01-07,True
FIR-001007,OFF-0039,2022-02-08,True
FIR-001008,OFF-0008,2022-02-02,True
FIR-001009,OFF-0008,2022-03-16,True
FIR-001010,OFF-0070,2022-03-09,True
FIR-001011,OFF-0008,2022-04-13,True
FIR-001012,OFF-0039,2022-04-04,True
FIR-001013,OFF-0039,2022-05-05,True
FIR-001014,OFF-0070,2022-05-25,True
FIR-001015,OFF-0039,2022-06-11,True
FIR-001016,OFF-0008,2022-06-18,True
FIR-001017,OFF-0039,2022-07-15,True
FIR-001018,OFF-0039,2022-07-18,True
FIR-001019,OFF-0132,2022-08-18,True
FIR-001020,OFF-0039,2022-08-16,True
FIR-001021,OFF-0070,2022-09-09,True
FIR-001022,OFF-0070,2022-09-26,True
FIR-001023,OFF-0039,2022-10-19,True
FIR-001024,OFF-0070,2022-10-08,True
FIR-001025,OFF-0008,2022-11-16,True
FIR-001026,OFF-0008,2022-11-22,True
FIR-001027,OFF-0039,2022-12-19,True
FIR-001028,OFF-0008,2022-12-12,True
FIR-001029,OFF-0070,2023-01-25,True
FIR-001030,OFF-0132,2023-01-06,True
FIR-001031,OFF-0039,2023-02-22,True
FIR-001032,OFF-0039,2023-02-05,True
FIR-001033,OFF-0132,2023-03-08,True
FIR-001034,OFF-0132,2023-03-25,True
FIR-001035,OFF-0132,2023-04-02,True
FIR-001036,OFF-0070,2023-04-22,True
FIR-001037,OFF-0039,2023-05-04,True
FIR-001038,OFF-0132,2023-05-21,True
FIR-001039,OFF-0070,2023-06-23,True
FIR-001040,OFF-0132,2023-06-17,True
FIR-001041,OFF-0070,2023-07-05,True
FIR-001042,OFF-0008,2023-07-02,True
FIR-001043,OFF-0132,2023-08-07,True
FIR-001044,OFF-0070,2023-08-02,True
FIR-001045,OFF-0008,2023-09-28,True
FIR-001046,OFF-0039,2023-09-04,True
FIR-001047,OFF-0070,2023-10-31,True
FIR-001048,OFF-0070,2023-10-29,True
FIR-001049,OFF-0070,2023-11-03,True
FIR-001050,OFF-0070,2023-11-07,True
FIR-001051,OFF-0039,2023-12-25,True
FIR-001052,OFF-0039,2023-12-03,True
FIR-001053,OFF-0132,2024-01-14,True
FIR-001054,OFF-0132,2024-01-09,True
FIR-001055,OFF-0132,2024-02-16,True
FIR-001056,OFF-0039,2024-02-10,True
FIR-001057,OFF-0132,2024-03-02,True
FIR-001058,OFF-0070,2024-03-26,True
FIR-001059,OFF-0070,2024-04-19,True
FIR-001060,OFF-0039,2024-04-22,True
FIR-001061,OFF-0039,2024-05-28,True
FIR-001062,OFF-0008,2024-05-07,True
FIR-001063,OFF-0132,2024-06-21,True
FIR-001064,OFF-0008,2024-06-19,True
FIR-001065,OFF-0132,2024-07-25,True
FIR-001066,OFF-0132,2024-07-06,True
FIR-001067,OFF-0132,2024-08-08,True
FIR-001068,OFF-0039,2024-08-24,True
FIR-001069,OFF-0039,2024-09-09,True
FIR-001070,OFF-0070,2024-09-11,True
FIR-001071,OFF-0039,2024-10-30,True
FIR-001072,OFF-0008,2024-10-26,True
FIR-001073,OFF-0008,2024-11-18,True
FIR-001074,OFF-0008,2024-11-06,True
FIR-001075,OFF-0070,2024-12-01,True
FIR-001076,OFF-0070,2024-12-23,True
FIR-001077,OFF-0008,2025-01-26,True
FIR-001078,OFF-0132,2025-01-09,True
FIR-001079,OFF-0039,2025-02-15,True
FIR-001080,OFF-0070,2025-02-10,True
FIR-001081,OFF-0132,2025-03-13,True
FIR-001082,OFF-0132,2025-03-12,True
FIR-001083,OFF-0008,2025-04-18,True
FIR-001084,OFF-0070,2025-04-27,True
FIR-001085,OFF-0070,2025-05-03,True
FIR-001086,OFF-0008,2025-05-01,True
FIR-001087,OFF-0008,2025-06-20,True
FIR-001088,OFF-0070,2025-06-06,True
FIR-001089,OFF-0008,2025-07-05,True
FIR-001090,OFF-0132,2025-07-29,True
FIR-001091,OFF-0070,2025-08-01,True
FIR-001092,OFF-0070,2025-08-14,True
FIR-001093,OFF-0132,2025-09-26,True
FIR-001094,OFF-0132,2025-09-03,True
FIR-001095,OFF-0070,2025-10-29,True
FIR-001096,OFF-0008,2025-10-22,True
FIR-001097,OFF-0039,2025-11-11,True
FIR-001098,OFF-0132,2025-11-22,True
FIR-001099,OFF-0132,2025-12-24,True
FIR-001100,OFF-0070,2025-12-24,True
FIR-001101,OFF-0133,2021-01-06,True
FIR-001102,OFF-0040,2021-01-09,True
FIR-001103,OFF-0102,2021-02-05,True
FIR-001104,OFF-0102,2021-02-02,True
FIR-001105,OFF-0040,2021-03-19,True
FIR-001106,OFF-0102,2021-03-08,True
FIR-001107,OFF-0040,2021-04-24,True
FIR-001108,OFF-0040,2021-04-23,True
FIR-001109,OFF-0133,2021-05-05,True
FIR-001110,OFF-0040,2021-05-26,True
FIR-001111,OFF-0102,2021-06-04,True
FIR-001112,OFF-0102,2021-06-17,True
FIR-001113,OFF-0102,2021-07-28,True
FIR-001114,OFF-0040,2021-07-23,True
FIR-001115,OFF-0133,2021-08-20,True
FIR-001116,OFF-0040,2021-08-04,True
FIR-001117,OFF-0040,2021-09-09,True
FIR-001118,OFF-0102,2021-09-23,True
FIR-001119,OFF-0133,2021-10-12,True
FIR-001120,OFF-0133,2021-10-30,True
FIR-001121,OFF-0102,2021-11-23,True
FIR-001122,OFF-0102,2021-11-11,True
FIR-001123,OFF-0102,2021-12-13,True
FIR-001124,OFF-0040,2021-12-03,True
FIR-001125,OFF-0102,2022-01-24,True
FIR-001126,OFF-0133,2022-01-26,True
FIR-001127,OFF-0133,2022-02-16,True
FIR-001128,OFF-0040,2022-02-09,True
FIR-001129,OFF-0040,2022-03-09,True
FIR-001130,OFF-0133,2022-03-19,True
FIR-001131,OFF-0040,2022-04-01,True
FIR-001132,OFF-0040,2022-04-26,True
FIR-001133,OFF-0133,2022-05-27,True
FIR-001134,OFF-0102,2022-05-08,True
FIR-001135,OFF-0102,2022-06-22,True
FIR-001136,OFF-0102,2022-06-22,True
FIR-001137,OFF-0040,2022-07-22,True
FIR-001138,OFF-0102,2022-07-17,True
FIR-001139,OFF-0133,2022-08-22,True
FIR-001140,OFF-0102,2022-08-04,True
FIR-001141,OFF-0102,2022-09-08,True
FIR-001142,OFF-0102,2022-09-10,True
FIR-001143,OFF-0133,2022-10-01,True
FIR-001144,OFF-0102,2022-10-01,True
FIR-001145,OFF-0133,2022-11-03,True
FIR-001146,OFF-0102,2022-11-23,True
FIR-001147,OFF-0040,2022-12-30,True
FIR-001148,OFF-0040,2022-12-21,True
FIR-001149,OFF-0102,2023-01-30,True
FIR-001150,OFF-0133,2023-01-21,True
FIR-001151,OFF-0133,2023-02-09,True
FIR-001152,OFF-0133,2023-02-05,True
FIR-001153,OFF-0040,2023-03-05,True
FIR-001154,OFF-0040,2023-03-10,True
FIR-001155,OFF-0102,2023-04-02,True
FIR-001156,OFF-0102,2023-04-03,True
FIR-001157,OFF-0040,2023-05-13,True
FIR-001158,OFF-0102,2023-05-05,True
FIR-001159,OFF-0102,2023-06-17,True
FIR-001160,OFF-0102,2023-06-14,True
FIR-001161,OFF-0133,2023-07-29,True
FIR-001162,OFF-0102,2023-07-09,True
FIR-001163,OFF-0133,2023-08-24,True
FIR-001164,OFF-0133,2023-08-17,True
FIR-001165,OFF-0133,2023-09-23,True
FIR-001166,OFF-0040,2023-09-20,True
FIR-001167,OFF-0133,2023-10-04,True
FIR-001168,OFF-0133,2023-10-07,True
FIR-001169,OFF-0040,2023-11-11,True
FIR-001170,OFF-0102,2023-11-06,True
FIR-001171,OFF-0133,2023-12-08,True
FIR-001172,OFF-0040,2023-12-17,True
FIR-001173,OFF-0133,2024-01-30,True
FIR-001174,OFF-0040,2024-01-06,True
FIR-001175,OFF-0102,2024-02-28,True
FIR-001176,OFF-0133,2024-02-10,True
FIR-001177,OFF-0133,2024-03-22,True
FIR-001178,OFF-0040,2024-03-13,True
FIR-001179,OFF-0102,2024-04-22,True
FIR-001180,OFF-0040,2024-04-16,True
FIR-001181,OFF-0102,2024-05-13,True
FIR-001182,OFF-0133,2024-05-11,True
FIR-001183,OFF-0133,2024-06-05,True
FIR-001184,OFF-0133,2024-06-27,True
FIR-001185,OFF-0040,2024-07-06,True
FIR-001186,OFF-0133,2024-07-18,True
FIR-001187,OFF-0040,2024-08-24,True
FIR-001188,OFF-0133,2024-08-01,True
FIR-001189,OFF-0040,2024-09-18,True
FIR-001190,OFF-0040,2024-09-10,True
FIR-001191,OFF-0133,2024-10-28,True
FIR-001192,OFF-0040,2024-10-30,True
FIR-001193,OFF-0133,2024-11-26,True
FIR-001194,OFF-0102,2024-11-05,True
FIR-001195,OFF-0133,2024-12-26,True
FIR-001196,OFF-0133,2024-12-20,True
FIR-001197,OFF-0133,2025-01-26,True
FIR-001198,OFF-0102,2025-01-07,True
FIR-001199,OFF-0102,2025-02-07,True
FIR-001200,OFF-0133,2025-02-18,True
FIR-001201,OFF-0102,2025-03-19,True
FIR-001202,OFF-0102,2025-03-11,True
FIR-001203,OFF-0102,2025-04-28,True
FIR-001204,OFF-0133,2025-04-14,True
FIR-001205,OFF-0102,2025-05-17,True
FIR-001206,OFF-0133,2025-05-21,True
FIR-001207,OFF-0102,2025-06-24,True
FIR-001208,OFF-0040,2025-06-07,True
FIR-001209,OFF-0040,2025-07-19,True
FIR-001210,OFF-0040,2025-07-27,True
FIR-001211,OFF-0102,2025-08-25,True
FIR-001212,OFF-0040,2025-08-01,True
FIR-001213,OFF-0133,2025-09-28,True
