accused_id,phone_id,ownership_type,link_fir_id
ACC-01880,PHN-01455,registered,FIR-002452
ACC-01179,PHN-00009,used,FIR-000005
ACC-02006,PHN-01222,registered,FIR-002334
ACC-04310,PHN-02171,used,FIR-001925
ACC-03354,PHN-00097,used,FIR-000122
ACC-02254,PHN-01680,registered,FIR-002429
ACC-01212,PHN-00238,registered,FIR-002551
ACC-00782,PHN-00091,registered,FIR-001662
ACC-03334,PHN-01137,registered,FIR-000291
ACC-01347,PHN-00563,used,FIR-003297
ACC-03932,PHN-01843,registered,FIR-003569
ACC-02638,PHN-00498,used,FIR-000623
ACC-02157,PHN-00396,registered,FIR-002934
ACC-04014,PHN-00451,registered,FIR-002917
ACC-02545,PHN-00755,registered,FIR-001874
ACC-04423,PHN-00469,used,FIR-002758
ACC-03777,PHN-00141,used,FIR-000453
ACC-00197,PHN-00643,registered,FIR-001028
ACC-01322,PHN-00721,registered,FIR-002354
ACC-00894,PHN-02158,used,FIR-000368
ACC-03563,PHN-01373,registered,FIR-003271
ACC-02290,PHN-01902,used,FIR-001795
ACC-02405,PHN-01178,registered,FIR-002669
ACC-03608,PHN-01013,used,FIR-001652
ACC-01081,PHN-01031,registered,FIR-001947
ACC-00045,PHN-00828,registered,FIR-003096
ACC-02860,PHN-00424,used,FIR-002171
ACC-03485,PHN-00826,registered,FIR-001953
ACC-00363,PHN-00136,registered,FIR-001835
ACC-00487,PHN-00825,registered,FIR-001352
ACC-03843,PHN-01356,used,FIR-001084
ACC-02447,PHN-00234,registered,FIR-002713
ACC-00058,PHN-00359,used,FIR-003602
ACC-01534,PHN-02096,registered,FIR-003056
ACC-03245,PHN-01006,used,FIR-003671
ACC-04258,PHN-01864,registered,FIR-001799
ACC-00349,PHN-00237,registered,FIR-001313
ACC-01655,PHN-01677,used,FIR-000213
ACC-00924,PHN-01632,registered,FIR-002534
ACC-01320,PHN-00492,used,FIR-000162
ACC-04424,PHN-01750,used,FIR-001207
ACC-00159,PHN-01052,registered,FIR-003592
ACC-00074,PHN-01070,registered,FIR-003293
ACC-01038,PHN-00120,registered,FIR-000324
ACC-03185,PHN-00229,registered,FIR-000275
ACC-02083,PHN-01738,registered,FIR-002521
ACC-02091,PHN-00446,used,FIR-000677
ACC-02765,PHN-01087,used,FIR-000980
ACC-02727,PHN-00961,registered,FIR-001137
ACC-02725,PHN-01239,registered,FIR-003105
ACC-00144,PHN-01600,registered,FIR-002655
ACC-01600,PHN-00217,registered,FIR-003077
ACC-01550,PHN-01194,registered,FIR-000934
ACC-03518,PHN-00403,registered,FIR-002401
ACC-02994,PHN-00366,registered,FIR-002476
ACC-02287,PHN-01970,registered,FIR-002132
ACC-01346,PHN-00177,registered,FIR-000524
ACC-03285,PHN-01520,registered,FIR-003660
ACC-03222,PHN-00670,used,FIR-000866
ACC-00776,PHN-01892,registered,FIR-002907
ACC-00169,PHN-00365,registered,FIR-000823
ACC-02498,PHN-00979,registered,FIR-002915
ACC-02740,PHN-02050,registered,FIR-000848
ACC-03074,PHN-00174,registered,FIR-000836
ACC-02121,PHN-00028,registered,FIR-002781
ACC-00978,PHN-01773,registered,FIR-002414
ACC-02318,PHN-00503,registered,FIR-003265
ACC-03825,PHN-00516,used,FIR-002756
ACC-01730,PHN-00347,registered,FIR-001373
ACC-01193,PHN-01341,registered,FIR-000070
ACC-00377,PHN-01781,registered,FIR-003251
ACC-02824,PHN-01210,registered,FIR-001657
ACC-00469,PHN-02223,used,FIR-003699
ACC-01569,PHN-00133,registered,FIR-003561
ACC-02230,PHN-00030,registered,FIR-003433
ACC-01928,PHN-00195,registered,FIR-003029
ACC-04282,PHN-02217,registered,FIR-003142
ACC-00767,PHN-01025,registered,FIR-001842
ACC-01479,PHN-01224,registered,FIR-001432
ACC-02397,PHN-00637,registered,FIR-002119
ACC-04184,PHN-01371,registered,FIR-003387
ACC-01884,PHN-01275,registered,FIR-001968
ACC-00645,PHN-01616,registered,FIR-003379
ACC-02250,PHN-02216,registered,FIR-001079
ACC-01049,PHN-01107,registered,FIR-000372
ACC-02919,PHN-01458,registered,FIR-002617
ACC-02834,PHN-00844,registered,FIR-000766
ACC-01673,PHN-00812,registered,FIR-000414
ACC-03176,PHN-01978,registered,FIR-000067
ACC-03005,PHN-00131,registered,FIR-001509
ACC-02773,PHN-00223,registered,FIR-000631
ACC-03580,PHN-00209,registered,FIR-002357
ACC-04415,PHN-00300,registered,FIR-001964
ACC-04216,PHN-01683,used,FIR-003271
ACC-02543,PHN-01515,registered,FIR-002491
ACC-04297,PHN-01364,used,FIR-003344
ACC-03340,PHN-01125,registered,FIR-001651
ACC-01522,PHN-00882,registered,FIR-000148
ACC-02880,PHN-00847,registered,FIR-003204
ACC-00993,PHN-02019,registered,FIR-000462
ACC-01999,PHN-00575,registered,FIR-000602
ACC-01401,PHN-01245,registered,FIR-002075
ACC-03782,PHN-01161,registered,FIR-001993
ACC-03993,PHN-00165,registered,FIR-000724
ACC-01473,PHN-00228,registered,FIR-001438
ACC-03768,PHN-00039,registered,FIR-002620
ACC-01227,PHN-00887,used,FIR-000585
ACC-03174,PHN-00066,registered,FIR-002129
ACC-01634,PHN-01925,used,FIR-000196
ACC-02928,PHN-00959,registered,FIR-003492
ACC-02622,PHN-00676,registered,FIR-000925
ACC-04044,PHN-00537,registered,FIR-000932
ACC-03344,PHN-01904,registered,FIR-002453
ACC-01199,PHN-00906,used,FIR-000507
ACC-01985,PHN-01096,used,FIR-001386
ACC-01837,PHN-00282,registered,FIR-000134
ACC-01052,PHN-01977,used,FIR-000894
ACC-04365,PHN-00647,registered,FIR-000959
ACC-00010,PHN-00367,registered,FIR-003685
ACC-01866,PHN-00582,used,FIR-003026
ACC-00520,PHN-01637,registered,FIR-002716
ACC-02553,PHN-00480,registered,FIR-003707
ACC-00490,PHN-00429,used,FIR-002522
ACC-00684,PHN-02111,used,FIR-001189
ACC-03191,PHN-00792,registered,FIR-000460
ACC-00290,PHN-01090,registered,FIR-001261
ACC-03924,PHN-00589,registered,FIR-001959
ACC-03041,PHN-00012,registered,FIR-001053
ACC-01894,PHN-00271,registered,FIR-000435
ACC-02234,PHN-01323,registered,FIR-000399
ACC-04187,PHN-01408,registered,FIR-000518
ACC-00426,PHN-01109,registered,FIR-003063
ACC-04317,PHN-00583,registered,FIR-000405
ACC-04205,PHN-01319,used,FIR-002286
ACC-02861,PHN-01374,registered,FIR-000077
ACC-01901,PHN-01834,registered,FIR-000250
ACC-03205,PHN-00084,used,FIR-003469
ACC-03400,PHN-01219,registered,FIR-002985
ACC-00180,PHN-02003,registered,FIR-002405
ACC-02430,PHN-00602,registered,FIR-001228
ACC-00558,PHN-01030,registered,FIR-003168
ACC-01584,PHN-00921,registered,FIR-001907
ACC-00236,PHN-02175,registered,FIR-003398
ACC-02224,PHN-00619,registered,FIR-003046
ACC-00825,PHN-01274,registered,FIR-003445
ACC-01427,PHN-00740,registered,FIR-000457
ACC-02885,PHN-01386,registered,FIR-000144
ACC-01618,PHN-01630,used,FIR-002959
ACC-01876,PHN-01966,used,FIR-001974
ACC-00069,PHN-00872,registered,FIR-001402
ACC-02849,PHN-00862,registered,FIR-002255
ACC-00181,PHN-00763,registered,FIR-001069
ACC-03272,PHN-02035,used,FIR-003432
ACC-01288,PHN-00891,registered,FIR-002676
ACC-02285,PHN-00632,used,FIR-003034
ACC-02102,PHN-01111,registered,FIR-002687
ACC-01457,PHN-01841,used,FIR-000708
ACC-01743,PHN-00919,registered,FIR-000533
ACC-04183,PHN-01692,registered,FIR-000924
ACC-03937,PHN-02104,registered,FIR-001965
ACC-00198,PHN-00759,registered,FIR-000055
ACC-03991,PHN-00004,used,FIR-000337
ACC-00916,PHN-00444,registered,FIR-000401
ACC-04055,PHN-00129,used,FIR-000297
ACC-01704,PHN-00666,registered,FIR-003078
ACC-00980,PHN-00981,registered,FIR-003342
ACC-00111,PHN-01077,registered,FIR-003600
ACC-01518,PHN-00251,registered,FIR-002813
ACC-00880,PHN-00830,registered,FIR-000295
ACC-00838,PHN-00247,registered,FIR-002073
ACC-02572,PHN-00811,registered,FIR-001127
ACC-03644,PHN-00978,registered,FIR-000964
ACC-01331,PHN-02113,registered,FIR-003283
ACC-01644,PHN-00241,registered,FIR-001799
ACC-00574,PHN-02009,registered,FIR-000928
ACC-04197,PHN-01534,registered,FIR-000828
ACC-01863,PHN-00697,used,FIR-001532
ACC-03031,PHN-01507,used,FIR-002498
ACC-03762,PHN-01934,registered,FIR-001890
ACC-04351,PHN-01824,used,FIR-000965
ACC-00998,PHN-01619,used,FIR-000896
ACC-03299,PHN-01959,used,FIR-001310
ACC-00243,PHN-01130,registered,FIR-001967
ACC-01713,PHN-01513,registered,FIR-000029
ACC-00204,PHN-00405,registered,FIR-000074
ACC-03848,PHN-00116,registered,FIR-000694
ACC-02457,PHN-00100,used,FIR-003653
ACC-03309,PHN-01331,used,FIR-003540
ACC-03236,PHN-01803,registered,FIR-000897
ACC-02681,PHN-01823,used,FIR-003317
ACC-01967,PHN-00226,used,FIR-001191
ACC-01205,PHN-01986,used,FIR-001654
ACC-00941,PHN-00321,registered,FIR-000326
ACC-04091,PHN-01870,registered,FIR-003386
ACC-04151,PHN-00432,registered,FIR-001511
ACC-03481,PHN-01011,registered,FIR-002773
ACC-03896,PHN-01287,registered,FIR-001102
ACC-02800,PHN-00723,used,FIR-003135
ACC-01555,PHN-00823,registered,FIR-000200
ACC-02742,PHN-00218,registered,FIR-000951
ACC-03696,PHN-00402,registered,FIR-001442
ACC-01306,PHN-00210,registered,FIR-001789
ACC-03421,PHN-02115,registered,FIR-000723
ACC-03733,PHN-00409,used,FIR-000503
ACC-00145,PHN-01710,used,FIR-001930
ACC-01605,PHN-01810,used,FIR-000380
ACC-01860,PHN-00879,registered,FIR-002879
ACC-01856,PHN-00047,registered,FIR-002095
ACC-03867,PHN-00700,registered,FIR-002365
ACC-00383,PHN-01467,used,FIR-003314
ACC-02894,PHN-02220,registered,FIR-000048
ACC-03370,PHN-01755,registered,FIR-003310
ACC-02292,PHN-02014,registered,FIR-002245
ACC-01103,PHN-00072,registered,FIR-001915
ACC-01847,PHN-00800,registered,FIR-002829
ACC-03388,PHN-01806,registered,FIR-001847
ACC-01054,PHN-00467,registered,FIR-000813
ACC-03467,PHN-02181,registered,FIR-002133
ACC-02971,PHN-00305,registered,FIR-001667
ACC-01332,PHN-01523,registered,FIR-003413
ACC-00613,PHN-00472,registered,FIR-001905
ACC-04083,PHN-01202,used,FIR-000681
ACC-02508,PHN-00695,registered,FIR-003108
ACC-04263,PHN-00925,registered,FIR-000452
ACC-03223,PHN-00249,used,FIR-002253
ACC-01326,PHN-01665,registered,FIR-001495
ACC-03034,PHN-00196,registered,FIR-003140
ACC-04049,PHN-01912,registered,FIR-003226
ACC-04249,PHN-01110,registered,FIR-001237
ACC-02859,PHN-02092,registered,FIR-003288
ACC-04040,PHN-00996,registered,FIR-000140
ACC-00915,PHN-01337,used,FIR-001954
ACC-00739,PHN-01162,used,FIR-003622
ACC-00494,PHN-01512,registered,FIR-002501
ACC-01403,PHN-01866,registered,FIR-000270
ACC-03137,PHN-01855,registered,FIR-002315
ACC-02964,PHN-00390,used,FIR-000354
ACC-01886,PHN-01539,registered,FIR-002495
ACC-01348,PHN-00500,used,FIR-003095
ACC-02609,PHN-01993,used,FIR-001097
ACC-03885,PHN-01709,registered,FIR-002141
ACC-02139,PHN-00827,registered,FIR-001851
ACC-00187,PHN-00988,registered,FIR-000895
ACC-01709,PHN-01937,registered,FIR-001612
ACC-01072,PHN-01469,used,FIR-002361
ACC-03832,PHN-00656,registered,FIR-001830
ACC-01447,PHN-01233,registered,FIR-000024
ACC-03108,PHN-00760,registered,FIR-002799
ACC-00690,PHN-01708,registered,FIR-002132
ACC-01917,PHN-01336,registered,FIR-001895
ACC-01494,PHN-01108,registered,FIR-001242
ACC-00583,PHN-00526,used,FIR-002186
ACC-03201,PHN-00739,used,FIR-000614
ACC-00724,PHN-01633,registered,FIR-001727
ACC-01814,PHN-02146,registered,FIR-001738
ACC-01920,PHN-01742,registered,FIR-002274
ACC-01438,PHN-00236,registered,FIR-002137
ACC-00765,PHN-00977,registered,FIR-000778
ACC-00390,PHN-00509,registered,FIR-000406
ACC-02025,PHN-01420,used,FIR-000699
ACC-02024,PHN-01717,used,FIR-000026
ACC-04413,PHN-01092,used,FIR-003099
ACC-03983,PHN-00496,registered,FIR-001991
ACC-00710,PHN-00715,registered,FIR-000920
ACC-03325,PHN-01573,registered,FIR-000357
ACC-01764,PHN-01478,registered,FIR-001770
ACC-03764,PHN-01490,used,FIR-001953
ACC-01287,PHN-00262,registered,FIR-002547
ACC-00212,PHN-00016,registered,FIR-003595
ACC-00708,PHN-00594,registered,FIR-001598
ACC-03023,PHN-01872,used,FIR-002373
ACC-02616,PHN-01854,registered,FIR-000695
ACC-02340,PHN-01871,registered,FIR-000742
ACC-00467,PHN-01305,registered,FIR-001175
ACC-01089,PHN-02160,registered,FIR-003669
ACC-03547,PHN-01908,used,FIR-001313
ACC-00441,PHN-00075,registered,FIR-001805
ACC-02717,PHN-01924,used,FIR-000926
ACC-01037,PHN-01231,used,FIR-002626
ACC-01805,PHN-00224,registered,FIR-001158
ACC-00405,PHN-01727,used,FIR-000169
ACC-02120,PHN-01073,registered,FIR-002029
ACC-01888,PHN-00253,registered,FIR-003704
ACC-03662,PHN-02011,registered,FIR-001038
ACC-02838,PHN-00652,registered,FIR-001684
ACC-02650,PHN-00674,registered,FIR-002215
ACC-01272,PHN-01889,used,FIR-001213
ACC-00301,PHN-01972,registered,FIR-001619
ACC-01592,PHN-01343,registered,FIR-002074
ACC-02244,PHN-00008,registered,FIR-000362
ACC-00268,PHN-01996,used,FIR-002213
ACC-03735,PHN-02060,registered,FIR-000392
ACC-03683,PHN-01256,registered,FIR-000466
ACC-04251,PHN-00694,used,FIR-001585
ACC-02676,PHN-00178,registered,FIR-002552
ACC-04366,PHN-00086,registered,FIR-000962
ACC-00311,PHN-00802,registered,FIR-001572
ACC-02141,PHN-02020,registered,FIR-002579
ACC-03766,PHN-02140,registered,FIR-001208
ACC-02728,PHN-00216,registered,FIR-002051
ACC-01100,PHN-02128,registered,FIR-003345
ACC-04287,PHN-01187,registered,FIR-002503
ACC-01896,PHN-01051,used,FIR-000612
ACC-02128,PHN-01522,used,FIR-001066
ACC-01782,PHN-00264,registered,FIR-000440
ACC-04120,PHN-00202,registered,FIR-002290
ACC-03863,PHN-00662,registered,FIR-001619
ACC-03239,PHN-00207,registered,FIR-002568
ACC-01235,PHN-00822,registered,FIR-000669
ACC-03286,PHN-00272,registered,FIR-002615
ACC-02460,PHN-01139,registered,FIR-001286
ACC-00852,PHN-01198,used,FIR-000156
ACC-02744,PHN-00364,registered,FIR-003002
ACC-02435,PHN-00135,registered,FIR-001303
ACC-02228,PHN-01851,registered,FIR-001849
ACC-01307,PHN-00148,registered,FIR-000876
ACC-03856,PHN-00270,registered,FIR-000529
ACC-01971,PHN-01117,registered,FIR-002842
ACC-01045,PHN-00621,registered,FIR-001653
ACC-00976,PHN-00604,registered,FIR-000330
ACC-02848,PHN-00192,registered,FIR-001112
ACC-03537,PHN-01079,registered,FIR-000629
ACC-03515,PHN-01170,registered,FIR-001780
ACC-01035,PHN-00059,used,FIR-002963
ACC-02360,PHN-01506,registered,FIR-002614
ACC-00445,PHN-01255,registered,FIR-000079
ACC-04006,PHN-00542,registered,FIR-002790
ACC-03265,PHN-00462,registered,FIR-001222
ACC-03690,PHN-00957,registered,FIR-000627
ACC-02945,PHN-00768,registered,FIR-000700
ACC-03261,PHN-00112,registered,FIR-000365
ACC-00565,PHN-01821,registered,FIR-003421
ACC-03645,PHN-00669,registered,FIR-001405
ACC-00984,PHN-01447,registered,FIR-000984
ACC-03262,PHN-01884,used,FIR-002268
ACC-02192,PHN-01794,used,FIR-002992
ACC-04154,PHN-00336,registered,FIR-001200
ACC-00653,PHN-01542,registered,FIR-000965
ACC-00231,PHN-02068,registered,FIR-001396
ACC-01368,PHN-00966,used,FIR-002212
ACC-00072,PHN-01325,registered,FIR-000103
ACC-00012,PHN-01416,registered,FIR-001459
ACC-04208,PHN-00191,registered,FIR-002824
ACC-00626,PHN-00922,registered,FIR-000224
ACC-03003,PHN-01634,registered,FIR-000922
ACC-03818,PHN-00928,used,FIR-000153
ACC-04435,PHN-01199,registered,FIR-003296
ACC-00672,PHN-00083,registered,FIR-003229
ACC-03211,PHN-00898,registered,FIR-001554
ACC-03507,PHN-00461,registered,FIR-001294
ACC-03197,PHN-00521,registered,FIR-001608
ACC-03571,PHN-01883,registered,FIR-001614
ACC-03456,PHN-01514,registered,FIR-000258
ACC-03716,PHN-00628,registered,FIR-000069
ACC-03649,PHN-00021,registered,FIR-001304
ACC-02575,PHN-00033,used,FIR-000136
ACC-02770,PHN-00682,registered,FIR-003667
ACC-04140,PHN-00912,registered,FIR-002890
ACC-00575,PHN-01585,used,FIR-000873
ACC-04063,PHN-01891,used,FIR-002299
ACC-02044,PHN-01385,used,FIR-003649
ACC-03317,PHN-01776,used,FIR-001410
ACC-03736,PHN-01035,registered,FIR-001340
ACC-04323,PHN-01502,registered,FIR-002625
ACC-03692,PHN-01804,registered,FIR-000053
ACC-03406,PHN-01825,registered,FIR-003337
ACC-03695,PHN-02070,registered,FIR-001185
ACC-02177,PHN-00032,registered,FIR-000751
ACC-02733,PHN-02161,registered,FIR-000691
ACC-03002,PHN-01340,registered,FIR-001794
ACC-02353,PHN-01204,registered,FIR-002021
ACC-01013,PHN-00094,registered,FIR-003672
ACC-01391,PHN-01597,registered,FIR-000761
ACC-01525,PHN-02215,used,FIR-001044
ACC-00818,PHN-01701,registered,FIR-001270
ACC-00206,PHN-01190,registered,FIR-000464
ACC-00883,PHN-01456,used,FIR-002770
ACC-02510,PHN-01265,registered,FIR-000119
ACC-03769,PHN-00677,registered,FIR-001271
ACC-03846,PHN-00705,registered,FIR-000780
ACC-02680,PHN-00007,registered,FIR-000091
ACC-03659,PHN-00686,registered,FIR-003573
ACC-01994,PHN-01658,used,FIR-000038
ACC-02162,PHN-00393,registered,FIR-003556
ACC-03008,PHN-01920,used,FIR-000434
ACC-03949,PHN-01815,used,FIR-002816
ACC-00191,PHN-01448,registered,FIR-000285
ACC-03320,PHN-01643,registered,FIR-001903
ACC-02355,PHN-01074,registered,FIR-002228
ACC-02034,PHN-02080,registered,FIR-002058
ACC-01745,PHN-01945,registered,FIR-001859
ACC-01556,PHN-01445,registered,FIR-000742
ACC-01183,PHN-01712,used,FIR-003462
ACC-00595,PHN-01511,used,FIR-002377
ACC-03654,PHN-02001,used,FIR-000536
ACC-02226,PHN-00913,registered,FIR-002371
ACC-04051,PHN-00743,registered,FIR-001251
ACC-00367,PHN-01487,used,FIR-001163
ACC-01537,PHN-00696,used,FIR-002675
ACC-02807,PHN-01003,registered,FIR-000849
ACC-00379,PHN-00014,registered,FIR-002128
ACC-01078,PHN-00117,registered,FIR-000951
ACC-04113,PHN-00974,used,FIR-003547
ACC-01851,PHN-00719,registered,FIR-001621
ACC-01343,PHN-00600,registered,FIR-002401
ACC-01870,PHN-02077,used,FIR-000425
ACC-01207,PHN-00250,registered,FIR-003557
ACC-04041,PHN-00875,registered,FIR-001439
ACC-00975,PHN-00970,registered,FIR-001126
ACC-03371,PHN-00798,registered,FIR-003510
ACC-00348,PHN-00142,registered,FIR-002024
ACC-00793,PHN-01752,registered,FIR-003419
ACC-00513,PHN-01983,registered,FIR-002869
ACC-00819,PHN-02134,used,FIR-000438
ACC-01984,PHN-02209,registered,FIR-001302
ACC-00735,PHN-01196,used,FIR-003684
ACC-02067,PHN-01267,used,FIR-001198
ACC-02889,PHN-01017,registered,FIR-001414
ACC-02125,PHN-02192,used,FIR-001744
ACC-02072,PHN-01166,registered,FIR-001515
ACC-02289,PHN-01556,registered,FIR-001187
ACC-01653,PHN-01168,registered,FIR-003483
ACC-02323,PHN-01430,registered,FIR-002385
ACC-00417,PHN-02138,registered,FIR-000020
ACC-01603,PHN-00940,registered,FIR-001785
ACC-00396,PHN-00036,registered,FIR-001687
ACC-01059,PHN-01744,registered,FIR-001179
ACC-00474,PHN-00219,used,FIR-000505
ACC-02814,PHN-00878,registered,FIR-000197
ACC-00720,PHN-00738,registered,FIR-000411
ACC-02670,PHN-00751,used,FIR-000442
ACC-00705,PHN-00280,registered,FIR-001232
ACC-02869,PHN-01617,registered,FIR-002745
ACC-02293,PHN-02112,used,FIR-000272
ACC-03142,PHN-00042,registered,FIR-002397
ACC-02915,PHN-01526,registered,FIR-000481
ACC-03854,PHN-01147,used,FIR-002513
ACC-02737,PHN-01406,registered,FIR-003130
ACC-02947,PHN-01627,registered,FIR-002712
ACC-00051,PHN-01648,registered,FIR-001826
ACC-03391,PHN-01664,registered,FIR-003630
ACC-03900,PHN-01249,registered,FIR-001049
ACC-03909,PHN-00868,registered,FIR-001199
ACC-01188,PHN-00729,used,FIR-002296
ACC-03401,PHN-01227,registered,FIR-003312
ACC-02586,PHN-01442,registered,FIR-001661
ACC-02321,PHN-01859,registered,FIR-002198
ACC-03715,PHN-01863,registered,FIR-003086
ACC-00292,PHN-01903,used,FIR-003234
ACC-02145,PHN-01088,registered,FIR-002867
ACC-04370,PHN-01722,used,FIR-002983
ACC-02297,PHN-02006,registered,FIR-001241
ACC-02760,PHN-01501,registered,FIR-003294
ACC-02305,PHN-01284,used,FIR-001478
ACC-02261,PHN-01357,registered,FIR-000933
ACC-03775,PHN-02212,registered,FIR-002102
ACC-03254,PHN-01525,registered,FIR-001703
ACC-02592,PHN-01285,used,FIR-001523
ACC-01567,PHN-00725,registered,FIR-001720
ACC-00176,PHN-02176,registered,FIR-002953
ACC-04379,PHN-00690,registered,FIR-001269
ACC-03329,PHN-01840,registered,FIR-002387
ACC-01223,PHN-01837,registered,FIR-002122
ACC-01748,PHN-01195,registered,FIR-002000
ACC-00532,PHN-01527,registered,FIR-003500
ACC-02332,PHN-00053,registered,FIR-000436
ACC-02750,PHN-01845,registered,FIR-003129
ACC-00024,PHN-02082,registered,FIR-002580
ACC-00557,PHN-01918,registered,FIR-003575
ACC-03103,PHN-00659,used,FIR-000597
ACC-02523,PHN-01809,used,FIR-001731
ACC-02914,PHN-00781,used,FIR-002494
ACC-01906,PHN-00752,used,FIR-000537
ACC-04150,PHN-01697,registered,FIR-002821
ACC-03976,PHN-01702,used,FIR-000662
ACC-03088,PHN-00408,registered,FIR-001866
ACC-00454,PHN-00344,registered,FIR-000834
ACC-00303,PHN-02148,registered,FIR-001518
ACC-01579,PHN-01061,registered,FIR-002728
ACC-01064,PHN-00579,used,FIR-002572
ACC-01879,PHN-00184,registered,FIR-000358
ACC-04446,PHN-00070,registered,FIR-002972
ACC-02932,PHN-00273,registered,FIR-000155
ACC-02962,PHN-00917,registered,FIR-001533
ACC-01975,PHN-01424,registered,FIR-001669
ACC-03844,PHN-02034,used,FIR-003538
ACC-01279,PHN-01575,registered,FIR-002297
ACC-00529,PHN-01409,registered,FIR-002616
ACC-01293,PHN-01246,registered,FIR-000618
ACC-00459,PHN-00274,registered,FIR-002069
ACC-00146,PHN-00952,used,FIR-002400
ACC-03569,PHN-02173,registered,FIR-002581
ACC-03374,PHN-01352,used,FIR-002639
ACC-02262,PHN-00704,registered,FIR-002162
ACC-02465,PHN-01493,registered,FIR-003419
ACC-02626,PHN-01563,registered,FIR-002512
ACC-02646,PHN-00493,registered,FIR-002411
ACC-02131,PHN-00675,registered,FIR-003515
ACC-02427,PHN-00564,registered,FIR-000232
ACC-03063,PHN-00877,used,FIR-001729
ACC-00587,PHN-01967,registered,FIR-002457
ACC-03156,PHN-00313,registered,FIR-001111
ACC-03184,PHN-00590,registered,FIR-001116
ACC-03504,PHN-01879,registered,FIR-003217
ACC-01808,PHN-02086,used,FIR-001100
ACC-03056,PHN-02044,used,FIR-002991
ACC-01643,PHN-00140,registered,FIR-001201
ACC-03728,PHN-01148,registered,FIR-003463
ACC-02298,PHN-00900,used,FIR-002232
ACC-03472,PHN-00418,registered,FIR-002027
ACC-01496,PHN-00102,registered,FIR-001640
ACC-02104,PHN-00958,registered,FIR-002273
ACC-01150,PHN-00225,registered,FIR-001834
ACC-03634,PHN-01344,registered,FIR-000997
ACC-02299,PHN-00109,registered,FIR-000368
ACC-01911,PHN-01578,registered,FIR-002566
ACC-02195,PHN-01460,used,FIR-003369
ACC-03539,PHN-00227,registered,FIR-000036
ACC-02135,PHN-01754,registered,FIR-003451
ACC-01891,PHN-00063,registered,FIR-003674
ACC-00972,PHN-01764,used,FIR-000953
ACC-04432,PHN-00243,registered,FIR-002275
ACC-03660,PHN-01590,registered,FIR-001495
ACC-01651,PHN-00412,used,FIR-000521
ACC-01071,PHN-00147,registered,FIR-002608
ACC-01444,PHN-01989,registered,FIR-002398
ACC-03641,PHN-01858,registered,FIR-000245
ACC-02550,PHN-00504,registered,FIR-003718
ACC-01923,PHN-00421,used,FIR-002514
ACC-00109,PHN-00785,registered,FIR-002484
ACC-01562,PHN-00992,registered,FIR-003388
ACC-03240,PHN-00645,registered,FIR-003306
ACC-00604,PHN-00728,registered,FIR-000409
ACC-00900,PHN-00949,registered,FIR-000998
ACC-00184,PHN-02051,registered,FIR-000945
ACC-03153,PHN-00523,registered,FIR-002344
ACC-03529,PHN-02105,registered,FIR-001288
ACC-02878,PHN-00171,used,FIR-000970
ACC-02758,PHN-01240,registered,FIR-002109
ACC-02222,PHN-01893,registered,FIR-003495
ACC-00347,PHN-00350,registered,FIR-001528
ACC-00329,PHN-01418,registered,FIR-000177
ACC-01986,PHN-02025,used,FIR-003567
ACC-03431,PHN-01856,registered,FIR-003080
ACC-03519,PHN-00756,registered,FIR-000744
ACC-00906,PHN-00903,registered,FIR-003365
ACC-03274,PHN-01258,registered,FIR-001660
ACC-03804,PHN-00322,registered,FIR-001722
ACC-04022,PHN-01432,registered,FIR-002271
ACC-00826,PHN-00562,registered,FIR-000875
ACC-02990,PHN-01039,registered,FIR-003578
ACC-02021,PHN-00680,registered,FIR-001433
ACC-03324,PHN-01018,used,FIR-002881
ACC-03713,PHN-01735,registered,FIR-003246
ACC-02378,PHN-02133,registered,FIR-000407
ACC-03048,PHN-01833,registered,FIR-000149
ACC-00497,PHN-00037,used,FIR-002706
ACC-01505,PHN-00622,registered,FIR-003084
ACC-02778,PHN-00507,registered,FIR-002001
ACC-00691,PHN-00894,registered,FIR-001336
ACC-00947,PHN-00810,registered,FIR-001837
ACC-03717,PHN-01846,registered,FIR-000083
ACC-01599,PHN-00757,used,FIR-002520
ACC-03460,PHN-02151,registered,FIR-002396
ACC-02632,PHN-01671,registered,FIR-003045
ACC-02808,PHN-00920,registered,FIR-001822
ACC-04457,PHN-00400,registered,FIR-002476
ACC-01711,PHN-00627,registered,FIR-001992
ACC-01919,PHN-01574,registered,FIR-000263
ACC-02905,PHN-00772,registered,FIR-003392
ACC-04193,PHN-01853,registered,FIR-000770
ACC-00126,PHN-02064,used,FIR-001164
ACC-01231,PHN-01579,registered,FIR-000039
ACC-04285,PHN-00608,registered,FIR-001658
ACC-03198,PHN-00348,used,FIR-003239
ACC-00063,PHN-01818,registered,FIR-002466
ACC-00889,PHN-00494,registered,FIR-001937
ACC-00371,PHN-00108,used,FIR-000352
ACC-00122,PHN-01639,registered,FIR-000816
ACC-02417,PHN-00377,registered,FIR-003454
ACC-04131,PHN-01140,registered,FIR-002388
ACC-02785,PHN-01058,registered,FIR-001708
ACC-03447,PHN-01149,registered,FIR-002446
ACC-02214,PHN-02098,registered,FIR-001777
ACC-00320,PHN-00170,used,FIR-001960
ACC-03822,PHN-00156,registered,FIR-003186
ACC-04252,PHN-00718,used,FIR-000643
ACC-00928,PHN-01785,registered,FIR-001841
