witness_id,fir_id,statement_date,statement_reliability
WIT-00504,FIR-002773,2022-07-29,MEDIUM
WIT-01188,FIR-002773,2022-07-26,HIGH
WIT-01025,FIR-000066,2023-09-25,MEDIUM
WIT-00123,FIR-002583,2024-07-13,HIGH
WIT-01338,FIR-002478,2023-04-12,MEDIUM
WIT-01013,FIR-002478,2023-04-18,MEDIUM
WIT-00690,FIR-000816,2024-02-04,MEDIUM
WIT-00873,FIR-000358,2025-12-03,HIGH
WIT-00089,FIR-000912,2023-03-06,HIGH
WIT-00593,FIR-000912,2023-02-28,HIGH
WIT-01192,FIR-001931,2025-01-12,LOW
WIT-00423,FIR-001931,2025-01-14,LOW
WIT-01253,FIR-002267,2025-11-25,MEDIUM
WIT-01088,FIR-002214,2022-10-20,HIGH
WIT-00440,FIR-003339,2023-09-22,MEDIUM
WIT-01380,FIR-002995,2023-06-08,HIGH
WIT-00463,FIR-002995,2023-06-13,LOW
WIT-00929,FIR-000649,2024-04-08,LOW
WIT-00400,FIR-002803,2023-02-06,HIGH
WIT-00318,FIR-002803,2023-01-28,LOW
WIT-01362,FIR-000274,2022-05-07,HIGH
WIT-01296,FIR-000129,2021-05-12,LOW
WIT-01009,FIR-000129,2021-05-14,MEDIUM
WIT-01278,FIR-002378,2022-06-11,MEDIUM
WIT-00130,FIR-003524,2024-08-15,HIGH
WIT-00241,FIR-003524,2024-08-17,LOW
WIT-00425,FIR-001702,2025-03-24,HIGH
WIT-00672,FIR-001989,2021-05-16,HIGH
WIT-01385,FIR-002970,2021-11-05,MEDIUM
WIT-01003,FIR-002963,2021-08-21,HIGH
WIT-01037,FIR-002963,2021-08-24,HIGH
WIT-00931,FIR-001693,2024-11-13,HIGH
WIT-01176,FIR-002043,2023-08-07,MEDIUM
WIT-00819,FIR-001875,2023-12-21,LOW
WIT-00718,FIR-003208,2025-11-14,LOW
WIT-01328,FIR-003208,2025-11-09,HIGH
WIT-01106,FIR-001900,2024-06-19,HIGH
WIT-00855,FIR-001900,2024-06-19,LOW
WIT-00386,FIR-001864,2023-10-06,HIGH
WIT-00160,FIR-000984,2021-02-13,MEDIUM
WIT-00005,FIR-001705,2025-05-05,HIGH
WIT-00768,FIR-001705,2025-05-11,HIGH
WIT-00521,FIR-001402,2022-03-28,HIGH
WIT-01387,FIR-003135,2021-09-07,LOW
WIT-00015,FIR-001869,2023-11-25,HIGH
WIT-00785,FIR-001869,2023-11-19,MEDIUM
WIT-00566,FIR-001547,2024-12-29,MEDIUM
WIT-00474,FIR-001275,2023-04-18,HIGH
WIT-00320,FIR-001463,2023-05-15,HIGH
WIT-00920,FIR-001428,2022-09-16,MEDIUM
WIT-00513,FIR-001224,2021-02-03,HIGH
WIT-01173,FIR-003483,2022-01-09,HIGH
WIT-00024,FIR-002530,2021-05-03,MEDIUM
WIT-00904,FIR-000239,2026-01-02,MEDIUM
WIT-00855,FIR-000239,2026-01-02,HIGH
WIT-00886,FIR-000853,2025-09-21,HIGH
WIT-00058,FIR-001025,2022-11-18,MEDIUM
WIT-00771,FIR-002066,2024-07-26,LOW
WIT-00849,FIR-002066,2024-07-24,MEDIUM
WIT-00344,FIR-000454,2024-11-11,HIGH
WIT-00167,FIR-002513,2025-05-30,HIGH
WIT-01021,FIR-003277,2024-12-19,HIGH
WIT-01398,FIR-002851,2023-12-12,LOW
WIT-01388,FIR-003493,2022-10-05,HIGH
WIT-00647,FIR-003493,2022-10-08,HIGH
WIT-01074,FIR-000828,2024-09-09,MEDIUM
WIT-01135,FIR-000828,2024-09-03,HIGH
WIT-00233,FIR-001468,2023-06-17,HIGH
WIT-00539,FIR-001468,2023-06-17,HIGH
WIT-00747,FIR-003161,2023-02-18,LOW
WIT-00153,FIR-003161,2023-02-24,LOW
WIT-00963,FIR-003028,2025-05-27,HIGH
WIT-00694,FIR-002957,2021-02-24,MEDIUM
WIT-00651,FIR-002957,2021-02-28,HIGH
WIT-00011,FIR-000455,2024-12-14,HIGH
WIT-00186,FIR-000442,2024-05-22,HIGH
WIT-00946,FIR-000442,2024-05-15,HIGH
WIT-00233,FIR-000207,2024-08-21,MEDIUM
WIT-00186,FIR-000573,2022-10-27,LOW
WIT-00932,FIR-001564,2025-04-22,HIGH
WIT-01203,FIR-003447,2024-12-27,HIGH
WIT-00063,FIR-000837,2025-01-08,MEDIUM
WIT-01332,FIR-000837,2025-01-12,HIGH
WIT-00118,FIR-002352,2025-12-03,MEDIUM
WIT-00154,FIR-001291,2023-12-29,HIGH
WIT-00556,FIR-001291,2023-12-30,HIGH
WIT-00143,FIR-001522,2024-07-29,HIGH
WIT-00598,FIR-000842,2025-03-16,HIGH
WIT-00563,FIR-000842,2025-03-14,HIGH
WIT-01320,FIR-000963,2025-04-11,LOW
WIT-00151,FIR-000202,2024-05-03,HIGH
WIT-00820,FIR-000202,2024-05-02,HIGH
WIT-00713,FIR-002202,2021-12-24,MEDIUM
WIT-00305,FIR-002202,2021-12-26,HIGH
WIT-00301,FIR-002533,2021-08-02,MEDIUM
WIT-00666,FIR-002997,2023-08-17,MEDIUM
WIT-00554,FIR-003077,2023-03-15,MEDIUM
WIT-00663,FIR-000555,2022-06-13,MEDIUM
WIT-00437,FIR-000788,2022-12-15,LOW
WIT-00459,FIR-002831,2023-09-03,MEDIUM
WIT-00496,FIR-002831,2023-09-03,HIGH
WIT-01113,FIR-001022,2022-10-05,MEDIUM
WIT-00878,FIR-003355,2024-08-19,MEDIUM
WIT-00770,FIR-003321,2022-08-14,HIGH
WIT-01080,FIR-003321,2022-08-17,LOW
WIT-00661,FIR-003419,2023-06-10,LOW
WIT-00628,FIR-000843,2025-05-02,HIGH
WIT-01341,FIR-001496,2023-12-18,LOW
WIT-01235,FIR-002781,2022-09-25,HIGH
WIT-00738,FIR-003053,2021-10-05,MEDIUM
WIT-01364,FIR-000287,2022-12-23,MEDIUM
WIT-00009,FIR-001276,2023-04-28,HIGH
WIT-00237,FIR-002683,2025-05-14,HIGH
WIT-00917,FIR-002131,2022-11-23,MEDIUM
WIT-01157,FIR-001290,2023-11-29,HIGH
WIT-00726,FIR-001290,2023-11-29,MEDIUM
WIT-01029,FIR-003523,2024-07-27,MEDIUM
WIT-00816,FIR-003059,2022-02-25,HIGH
WIT-01242,FIR-003218,2021-08-19,MEDIUM
WIT-00158,FIR-003218,2021-08-16,LOW
WIT-00552,FIR-000117,2025-11-08,MEDIUM
WIT-01304,FIR-001903,2024-07-17,HIGH
WIT-01324,FIR-001903,2024-07-20,HIGH
WIT-01344,FIR-000094,2024-11-14,HIGH
WIT-00183,FIR-000094,2024-11-15,HIGH
WIT-01194,FIR-000587,2023-01-22,MEDIUM
WIT-00329,FIR-001543,2024-11-16,HIGH
WIT-00675,FIR-001543,2024-11-19,HIGH
WIT-00887,FIR-001026,2022-11-30,LOW
WIT-00253,FIR-000072,2024-01-05,HIGH
WIT-00238,FIR-000072,2024-01-03,HIGH
WIT-01337,FIR-001771,2021-12-15,HIGH
WIT-00477,FIR-000568,2022-10-02,LOW
WIT-01385,FIR-001731,2021-03-18,MEDIUM
WIT-00072,FIR-000059,2023-06-21,MEDIUM
WIT-00757,FIR-001580,2025-08-30,MEDIUM
WIT-01452,FIR-001580,2025-08-29,HIGH
WIT-01357,FIR-001803,2022-08-06,LOW
WIT-00676,FIR-003495,2022-10-06,LOW
WIT-00005,FIR-002939,2025-09-21,HIGH
WIT-01401,FIR-002939,2025-09-20,HIGH
WIT-01243,FIR-000435,2024-02-24,HIGH
WIT-00432,FIR-003412,2022-11-16,MEDIUM
WIT-01478,FIR-002590,2024-12-01,HIGH
WIT-00147,FIR-000506,2021-07-31,MEDIUM
WIT-00657,FIR-000506,2021-07-30,HIGH
WIT-01343,FIR-003058,2022-01-07,HIGH
WIT-00980,FIR-003058,2022-01-07,HIGH
WIT-00533,FIR-001217,2025-11-21,LOW
WIT-01076,FIR-001217,2025-11-19,MEDIUM
WIT-00286,FIR-001253,2022-05-24,HIGH
WIT-00069,FIR-001253,2022-05-30,HIGH
WIT-01442,FIR-002077,2025-02-04,HIGH
WIT-01179,FIR-001956,2025-07-23,HIGH
WIT-00215,FIR-001956,2025-07-22,HIGH
WIT-01151,FIR-003649,2021-11-25,LOW
WIT-01266,FIR-003649,2021-11-20,HIGH
WIT-01135,FIR-000644,2024-02-16,HIGH
WIT-01057,FIR-000644,2024-02-14,MEDIUM
WIT-00139,FIR-000440,2024-04-26,HIGH
WIT-00920,FIR-000440,2024-04-29,HIGH
WIT-00505,FIR-001721,2021-01-21,HIGH
WIT-00570,FIR-001721,2021-01-23,HIGH
WIT-00253,FIR-003545,2025-10-19,HIGH
WIT-00126,FIR-003545,2025-10-28,HIGH
WIT-00751,FIR-002304,2022-12-25,HIGH
WIT-00032,FIR-001003,2021-12-04,HIGH
WIT-01332,FIR-003010,2024-04-17,MEDIUM
WIT-01131,FIR-001045,2023-09-29,MEDIUM
WIT-00057,FIR-001045,2023-10-08,MEDIUM
WIT-00476,FIR-002708,2021-05-03,LOW
WIT-01096,FIR-000557,2022-07-30,HIGH
WIT-00340,FIR-003515,2023-12-15,MEDIUM
WIT-00144,FIR-002856,2024-02-29,HIGH
WIT-00658,FIR-002856,2024-02-27,HIGH
WIT-00781,FIR-002372,2021-12-26,HIGH
WIT-01357,FIR-001858,2023-09-24,HIGH
WIT-00186,FIR-001858,2023-09-19,MEDIUM
WIT-01428,FIR-001021,2022-09-10,LOW
WIT-01209,FIR-001021,2022-09-14,HIGH
WIT-01004,FIR-000224,2025-04-25,MEDIUM
WIT-00117,FIR-000714,2025-07-23,HIGH
WIT-00956,FIR-000714,2025-07-20,MEDIUM
WIT-01336,FIR-002389,2022-12-26,HIGH
WIT-00281,FIR-001155,2023-04-02,LOW
WIT-01060,FIR-000220,2025-02-10,HIGH
WIT-00374,FIR-003201,2025-08-16,HIGH
WIT-00884,FIR-002322,2024-01-17,HIGH
WIT-00658,FIR-001341,2021-01-29,MEDIUM
WIT-01179,FIR-003634,2026-01-07,MEDIUM
WIT-00449,FIR-003634,2026-01-03,MEDIUM
WIT-00246,FIR-000692,2025-01-29,HIGH
WIT-00326,FIR-000692,2025-01-27,MEDIUM
WIT-01240,FIR-001413,2022-06-24,MEDIUM
WIT-00658,FIR-000688,2024-12-15,LOW
WIT-00849,FIR-002731,2021-09-13,LOW
WIT-00569,FIR-000138,2021-09-18,HIGH
WIT-00915,FIR-000138,2021-09-21,MEDIUM
WIT-00603,FIR-003522,2024-06-03,HIGH
WIT-00114,FIR-003522,2024-06-11,HIGH
WIT-00758,FIR-000938,2024-03-25,HIGH
WIT-00020,FIR-003034,2025-10-02,MEDIUM
WIT-01323,FIR-001480,2023-09-15,MEDIUM
WIT-00498,FIR-002078,2025-01-19,LOW
WIT-00528,FIR-002540,2021-11-15,HIGH
WIT-01289,FIR-000845,2025-05-19,HIGH
WIT-00040,FIR-000845,2025-05-20,HIGH
WIT-00888,FIR-001860,2023-09-06,HIGH
WIT-00028,FIR-003709,2025-06-22,LOW
WIT-00845,FIR-003148,2022-06-07,MEDIUM
WIT-01083,FIR-000458,2025-01-22,HIGH
WIT-00719,FIR-000659,2024-06-16,HIGH
WIT-00386,FIR-000659,2024-06-23,MEDIUM
WIT-00276,FIR-001533,2024-09-06,HIGH
WIT-00395,FIR-001533,2024-09-09,HIGH
WIT-00163,FIR-002238,2024-02-27,LOW
WIT-00219,FIR-003316,2022-04-11,HIGH
WIT-01141,FIR-002200,2021-12-06,HIGH
WIT-00632,FIR-001084,2025-04-30,HIGH
WIT-00145,FIR-003587,2023-03-15,HIGH
WIT-01401,FIR-003587,2023-03-12,HIGH
WIT-01479,FIR-003140,2021-12-08,HIGH
WIT-00208,FIR-003140,2021-12-08,HIGH
WIT-00321,FIR-002292,2022-05-15,HIGH
WIT-00967,FIR-002292,2022-05-12,HIGH
WIT-00847,FIR-002469,2022-10-29,HIGH
WIT-00859,FIR-000347,2025-07-01,HIGH
WIT-00369,FIR-002424,2025-02-03,MEDIUM
WIT-01361,FIR-002424,2025-02-07,HIGH
WIT-00181,FIR-002744,2021-12-22,LOW
WIT-01399,FIR-003669,2023-01-01,HIGH
WIT-01455,FIR-002415,2024-08-06,MEDIUM
WIT-01177,FIR-001230,2021-05-02,MEDIUM
WIT-01086,FIR-002472,2022-12-08,LOW
WIT-00286,FIR-003265,2024-04-05,HIGH
WIT-00523,FIR-000339,2025-02-12,HIGH
WIT-01188,FIR-000339,2025-02-08,MEDIUM
WIT-01031,FIR-001574,2025-07-15,MEDIUM
WIT-00500,FIR-003443,2024-10-09,HIGH
WIT-00857,FIR-002971,2021-12-07,LOW
WIT-01088,FIR-001368,2021-07-28,HIGH
WIT-00229,FIR-002560,2023-01-30,HIGH
WIT-00260,FIR-003536,2025-04-01,MEDIUM
WIT-00938,FIR-000276,2022-06-29,HIGH
WIT-01418,FIR-003069,2022-11-09,HIGH
WIT-00389,FIR-003069,2022-11-05,HIGH
WIT-01182,FIR-002896,2024-11-19,MEDIUM
WIT-00919,FIR-002896,2024-11-15,LOW
WIT-00032,FIR-002869,2024-05-22,MEDIUM
WIT-00653,FIR-002392,2023-03-11,HIGH
WIT-00894,FIR-001132,2022-04-29,MEDIUM
WIT-00852,FIR-001285,2023-09-20,HIGH
WIT-00569,FIR-001285,2023-09-20,HIGH
WIT-00228,FIR-001613,2021-07-10,HIGH
WIT-00959,FIR-002691,2025-10-16,HIGH
WIT-00038,FIR-002691,2025-10-17,HIGH
WIT-00578,FIR-001201,2025-03-19,MEDIUM
WIT-01418,FIR-001201,2025-03-28,LOW
WIT-00271,FIR-001223,2021-02-15,HIGH
WIT-00548,FIR-001772,2021-12-14,HIGH
WIT-01371,FIR-001030,2023-01-16,HIGH
WIT-01379,FIR-001317,2025-01-10,HIGH
WIT-01413,FIR-001317,2025-01-08,LOW
WIT-00684,FIR-000592,2023-02-07,LOW
WIT-00021,FIR-000976,2025-10-13,HIGH
WIT-00963,FIR-000976,2025-10-05,MEDIUM
WIT-00973,FIR-002393,2023-04-17,MEDIUM
WIT-01140,FIR-002393,2023-04-18,HIGH
WIT-00559,FIR-000025,2022-01-07,MEDIUM
WIT-00874,FIR-000025,2022-01-11,HIGH
WIT-01250,FIR-000124,2021-03-07,HIGH
WIT-00892,FIR-001057,2024-03-12,LOW
WIT-01229,FIR-000298,2023-05-10,HIGH
WIT-00988,FIR-001518,2024-07-01,MEDIUM
WIT-00459,FIR-003473,2021-08-10,HIGH
WIT-01395,FIR-003473,2021-08-11,HIGH
WIT-00590,FIR-001242,2021-11-12,LOW
WIT-01394,FIR-000640,2024-02-05,MEDIUM
WIT-00965,FIR-003021,2024-11-28,HIGH
WIT-00796,FIR-002156,2024-05-23,HIGH
WIT-00127,FIR-001539,2024-10-23,MEDIUM
WIT-01372,FIR-002030,2023-01-10,HIGH
WIT-00631,FIR-002206,2022-04-29,HIGH
WIT-00614,FIR-001497,2024-01-24,HIGH
WIT-01467,FIR-003487,2022-05-30,MEDIUM
WIT-00577,FIR-003487,2022-05-29,MEDIUM
WIT-01183,FIR-001048,2023-11-08,HIGH
WIT-01321,FIR-002023,2022-10-30,MEDIUM
WIT-00081,FIR-000039,2022-09-02,HIGH
WIT-00947,FIR-003405,2022-09-07,LOW
WIT-01209,FIR-002057,2024-03-31,HIGH
WIT-00387,FIR-002409,2024-03-04,MEDIUM
WIT-00753,FIR-003411,2022-12-04,LOW
WIT-01393,FIR-003411,2022-12-01,MEDIUM
WIT-00595,FIR-002000,2021-10-18,MEDIUM
WIT-01385,FIR-003659,2022-08-04,LOW
WIT-00497,FIR-002816,2023-05-27,MEDIUM
WIT-01291,FIR-001420,2022-07-10,HIGH
WIT-00368,FIR-000185,2023-09-08,HIGH
WIT-00930,FIR-000512,2021-09-09,HIGH
WIT-00096,FIR-002806,2023-02-23,HIGH
WIT-01242,FIR-001234,2021-07-27,HIGH
WIT-01384,FIR-001540,2024-11-18,HIGH
WIT-00809,FIR-001540,2024-11-18,MEDIUM
WIT-00493,FIR-001850,2023-08-05,LOW
WIT-00550,FIR-001850,2023-08-06,HIGH
WIT-00894,FIR-000179,2023-06-16,HIGH
WIT-01103,FIR-003067,2022-10-04,LOW
WIT-00908,FIR-002524,2025-12-26,MEDIUM
WIT-00773,FIR-002782,2022-09-24,LOW
WIT-00375,FIR-002782,2022-09-19,HIGH
WIT-01364,FIR-000936,2024-03-03,HIGH
WIT-01173,FIR-001735,2021-04-24,HIGH
WIT-01219,FIR-002008,2022-02-17,HIGH
WIT-00369,FIR-003448,2025-01-03,HIGH
WIT-01271,FIR-003681,2023-10-08,HIGH
WIT-00153,FIR-001408,2022-04-23,HIGH
WIT-00063,FIR-000183,2023-08-10,MEDIUM
WIT-00757,FIR-000183,2023-08-15,HIGH
WIT-00449,FIR-003043,2021-03-14,HIGH
WIT-00135,FIR-000526,2021-12-04,MEDIUM
WIT-00924,FIR-002063,2024-06-13,HIGH
WIT-00478,FIR-003650,2021-11-03,HIGH
WIT-00912,FIR-000115,2025-10-20,HIGH
WIT-01298,FIR-000235,2025-11-10,HIGH
WIT-00201,FIR-002832,2023-08-22,LOW
WIT-00352,FIR-002832,2023-08-18,HIGH
WIT-01263,FIR-001269,2023-01-14,LOW
WIT-01487,FIR-001269,2023-01-22,LOW
WIT-01173,FIR-002729,2021-09-06,MEDIUM
WIT-01216,FIR-000315,2024-03-05,LOW
WIT-00642,FIR-001891,2024-04-11,LOW
WIT-01479,FIR-001981,2021-01-20,MEDIUM
WIT-01141,FIR-002913,2025-03-26,LOW
WIT-00621,FIR-002913,2025-03-31,HIGH
WIT-00144,FIR-003694,2024-08-17,MEDIUM
WIT-01285,FIR-003694,2024-08-22,HIGH
WIT-01230,FIR-002602,2025-08-10,MEDIUM
WIT-00562,FIR-002602,2025-08-14,LOW
WIT-00671,FIR-002029,2023-01-13,LOW
WIT-00307,FIR-000989,2021-05-30,HIGH
WIT-00576,FIR-000989,2021-05-27,HIGH
WIT-00117,FIR-001106,2021-03-14,MEDIUM
WIT-01025,FIR-002872,2024-07-04,MEDIUM
WIT-00692,FIR-003081,2023-07-23,LOW
WIT-00327,FIR-003081,2023-07-26,MEDIUM
WIT-01151,FIR-000176,2023-04-11,MEDIUM
WIT-01140,FIR-002757,2022-03-02,LOW
WIT-00677,FIR-001017,2022-07-20,LOW
WIT-01008,FIR-000434,2024-01-18,HIGH
WIT-00538,FIR-001695,2024-12-05,MEDIUM
WIT-00613,FIR-001695,2024-12-05,MEDIUM
WIT-00297,FIR-000401,2022-09-12,HIGH
WIT-00125,FIR-000908,2022-12-12,MEDIUM
WIT-00466,FIR-002719,2021-06-17,MEDIUM
WIT-00363,FIR-001221,2021-01-09,MEDIUM
WIT-00910,FIR-000052,2023-02-14,HIGH
WIT-00842,FIR-000052,2023-02-23,MEDIUM
WIT-00012,FIR-001997,2021-09-25,LOW
WIT-01339,FIR-002407,2024-01-04,HIGH
WIT-00451,FIR-002532,2021-08-04,HIGH
WIT-00463,FIR-000523,2021-10-23,MEDIUM
WIT-00215,FIR-002807,2023-02-18,HIGH
WIT-00941,FIR-002807,2023-02-09,HIGH
WIT-00029,FIR-000360,2025-12-27,MEDIUM
WIT-00228,FIR-001579,2025-08-21,LOW
WIT-01455,FIR-001579,2025-08-20,MEDIUM
WIT-00754,FIR-001099,2025-12-29,HIGH
WIT-00990,FIR-001434,2022-10-23,MEDIUM
WIT-01410,FIR-001972,2025-11-14,MEDIUM
WIT-01134,FIR-003653,2022-01-04,HIGH
WIT-00022,FIR-000727,2025-11-02,MEDIUM
WIT-00743,FIR-000727,2025-10-25,HIGH
WIT-00994,FIR-001999,2021-10-09,HIGH
WIT-00575,FIR-003537,2025-04-12,LOW
WIT-01407,FIR-001183,2024-06-05,HIGH
WIT-00587,FIR-002653,2023-08-22,MEDIUM
WIT-01093,FIR-000734,2025-11-29,HIGH
WIT-00339,FIR-000734,2025-11-26,MEDIUM
WIT-00443,FIR-002940,2025-09-29,HIGH
WIT-00566,FIR-002940,2025-10-01,HIGH
WIT-00079,FIR-002060,2024-04-04,MEDIUM
WIT-00097,FIR-002915,2025-03-14,HIGH
WIT-00128,FIR-002915,2025-03-07,LOW
WIT-01276,FIR-003173,2023-11-21,HIGH
WIT-00776,FIR-003173,2023-11-21,HIGH
WIT-00832,FIR-000825,2024-07-25,MEDIUM
WIT-00395,FIR-000515,2021-09-12,LOW
WIT-00499,FIR-002301,2022-11-09,MEDIUM
WIT-00125,FIR-001637,2022-07-31,HIGH
WIT-00095,FIR-003646,2021-10-08,LOW
WIT-00550,FIR-003094,2024-03-10,MEDIUM
WIT-00949,FIR-003094,2024-03-13,MEDIUM
WIT-01020,FIR-003099,2024-08-13,MEDIUM
WIT-00410,FIR-003099,2024-08-22,LOW
WIT-00105,FIR-001387,2021-11-27,HIGH
WIT-01106,FIR-001387,2021-11-21,MEDIUM
WIT-00494,FIR-000370,2021-05-11,HIGH
WIT-00514,FIR-000370,2021-05-06,HIGH
WIT-01332,FIR-001455,2023-03-07,HIGH
WIT-01288,FIR-002786,2022-10-12,LOW
WIT-01400,FIR-000214,2024-11-06,HIGH
WIT-01429,FIR-001733,2021-05-02,LOW
WIT-00645,FIR-001603,2021-03-05,MEDIUM
WIT-00963,FIR-001603,2021-02-25,HIGH
WIT-00328,FIR-002135,2023-02-04,HIGH
WIT-00009,FIR-002082,2025-04-02,LOW
WIT-00103,FIR-000288,2022-12-13,LOW
WIT-01006,FIR-001424,2022-08-09,HIGH
WIT-00001,FIR-001469,2023-07-17,HIGH
WIT-00958,FIR-001918,2024-10-27,HIGH
WIT-00966,FIR-000450,2024-09-14,HIGH
WIT-00287,FIR-002837,2023-09-27,HIGH
WIT-00115,FIR-001332,2025-08-05,HIGH
WIT-00189,FIR-001495,2023-12-10,MEDIUM
WIT-00708,FIR-001704,2025-04-11,MEDIUM
WIT-01275,FIR-003334,2023-05-11,LOW
WIT-00051,FIR-001706,2025-05-08,MEDIUM
WIT-00046,FIR-000332,2024-10-26,HIGH
WIT-00086,FIR-000332,2024-10-30,MEDIUM
WIT-01189,FIR-001726,2021-02-11,LOW
WIT-00316,FIR-001699,2025-03-01,HIGH
WIT-00784,FIR-002293,2022-06-09,MEDIUM
WIT-00464,FIR-002385,2022-10-18,HIGH
WIT-00087,FIR-002385,2022-10-19,LOW
WIT-00418,FIR-001236,2021-08-26,HIGH
WIT-00407,FIR-000177,2023-05-30,MEDIUM
WIT-00305,FIR-000177,2023-05-28,MEDIUM
WIT-00421,FIR-002317,2023-10-10,MEDIUM
WIT-00281,FIR-002317,2023-10-11,HIGH
WIT-00455,FIR-000982,2021-01-18,HIGH
WIT-00389,FIR-000982,2021-01-18,HIGH
WIT-01420,FIR-001723,2021-01-31,HIGH
WIT-00646,FIR-001723,2021-02-06,LOW
WIT-01131,FIR-000979,2025-12-19,HIGH
WIT-00223,FIR-001590,2025-10-28,HIGH
WIT-01338,FIR-001590,2025-10-25,MEDIUM
WIT-00842,FIR-001028,2022-12-15,HIGH
WIT-00407,FIR-001669,2023-11-18,HIGH
WIT-00455,FIR-002619,2021-09-02,MEDIUM
WIT-00213,FIR-002619,2021-09-04,MEDIUM
WIT-00056,FIR-000058,2023-05-25,MEDIUM
WIT-00530,FIR-001400,2022-02-13,HIGH
WIT-01119,FIR-002330,2024-08-25,LOW
WIT-00083,FIR-003114,2025-06-21,MEDIUM
WIT-00951,FIR-003514,2023-12-03,HIGH
WIT-00874,FIR-000490,2021-03-17,HIGH
WIT-00995,FIR-002850,2023-12-14,MEDIUM
WIT-00302,FIR-003293,2025-12-01,HIGH
WIT-01156,FIR-003293,2025-12-05,HIGH
WIT-01111,FIR-000478,2025-11-18,HIGH
WIT-00956,FIR-000294,2023-04-03,HIGH
WIT-00214,FIR-000898,2022-07-28,MEDIUM
WIT-01344,FIR-000849,2025-07-21,MEDIUM
WIT-01405,FIR-002405,2023-12-18,MEDIUM
WIT-01116,FIR-001369,2021-09-09,HIGH
WIT-00818,FIR-003297,2021-02-13,MEDIUM
WIT-00327,FIR-000770,2022-04-02,MEDIUM
WIT-00757,FIR-000768,2022-02-27,MEDIUM
WIT-00048,FIR-000540,2022-02-18,MEDIUM
WIT-00275,FIR-001069,2024-09-11,MEDIUM
WIT-00935,FIR-003252,2023-08-26,HIGH
WIT-00128,FIR-000306,2023-09-24,HIGH
WIT-00819,FIR-002093,2025-09-09,LOW
WIT-00934,FIR-000609,2023-07-14,MEDIUM
WIT-00557,FIR-001529,2024-09-04,HIGH
WIT-00652,FIR-001529,2024-09-04,HIGH
WIT-01300,FIR-001618,2021-09-22,HIGH
WIT-01373,FIR-002487,2023-10-24,MEDIUM
WIT-01490,FIR-001656,2023-04-11,HIGH
WIT-01184,FIR-003284,2025-06-28,MEDIUM
WIT-01088,FIR-002431,2025-08-25,MEDIUM
WIT-00912,FIR-000527,2021-12-08,HIGH
WIT-01446,FIR-000334,2024-11-26,HIGH
WIT-01078,FIR-000334,2024-12-01,HIGH
WIT-00684,FIR-000596,2023-04-05,HIGH
WIT-01294,FIR-003628,2025-09-25,HIGH
WIT-00343,FIR-003628,2025-09-19,MEDIUM
WIT-00282,FIR-002905,2025-01-24,HIGH
WIT-00517,FIR-001760,2021-10-05,HIGH
WIT-00326,FIR-002325,2024-04-18,HIGH
WIT-01263,FIR-001848,2023-06-11,HIGH
WIT-01082,FIR-001848,2023-06-08,MEDIUM
WIT-00562,FIR-003618,2024-12-30,HIGH
WIT-00207,FIR-003618,2024-12-29,HIGH
WIT-00285,FIR-002286,2021-12-28,MEDIUM
WIT-00649,FIR-002867,2024-04-22,HIGH
WIT-01360,FIR-001589,2025-10-06,HIGH
WIT-00824,FIR-002375,2022-03-30,HIGH
WIT-00949,FIR-003565,2021-12-02,HIGH
WIT-00556,FIR-003307,2021-10-02,HIGH
WIT-01189,FIR-003307,2021-10-06,HIGH
WIT-00478,FIR-001246,2022-02-08,HIGH
WIT-00485,FIR-003366,2025-03-13,HIGH
WIT-01241,FIR-001974,2025-11-21,HIGH
WIT-00518,FIR-002340,2025-03-04,MEDIUM
WIT-00845,FIR-002079,2025-03-06,LOW
WIT-00739,FIR-002079,2025-03-06,HIGH
WIT-01146,FIR-002571,2023-10-23,HIGH
WIT-00626,FIR-003530,2024-11-23,HIGH
WIT-00749,FIR-001673,2024-01-24,MEDIUM
WIT-00305,FIR-000812,2023-12-16,HIGH
WIT-00075,FIR-000350,2025-08-04,MEDIUM
WIT-00075,FIR-002342,2025-04-12,LOW
WIT-00218,FIR-001741,2021-06-08,HIGH
WIT-00662,FIR-000920,2023-06-15,HIGH
WIT-01476,FIR-000920,2023-06-14,HIGH
WIT-00551,FIR-000240,2025-12-22,HIGH
WIT-00611,FIR-003007,2024-02-03,MEDIUM
WIT-00009,FIR-003007,2024-02-03,HIGH
WIT-01363,FIR-003678,2023-08-23,MEDIUM
WIT-00938,FIR-003678,2023-08-23,LOW
WIT-00407,FIR-002027,2022-12-09,HIGH
WIT-00819,FIR-002569,2023-09-12,LOW
WIT-00917,FIR-002569,2023-09-03,MEDIUM
WIT-00135,FIR-000209,2024-09-22,MEDIUM
WIT-00518,FIR-001065,2024-07-25,MEDIUM
WIT-00834,FIR-003658,2022-06-25,HIGH
WIT-00527,FIR-000840,2025-02-20,HIGH
WIT-00628,FIR-000840,2025-02-27,HIGH
WIT-01405,FIR-001593,2025-11-21,HIGH
WIT-01023,FIR-002338,2024-12-30,MEDIUM
WIT-00843,FIR-000751,2021-06-19,HIGH
WIT-00722,FIR-000740,2025-12-24,MEDIUM
WIT-01101,FIR-002924,2025-06-09,HIGH
WIT-01149,FIR-002924,2025-06-09,LOW
WIT-00122,FIR-002308,2023-04-06,MEDIUM
WIT-00336,FIR-000322,2024-05-28,MEDIUM
