fir_id,location_id,exact_address,landmark
FIR-000754,LOC-00231,"Near LOC-00231, Bidar",Market
FIR-000755,LOC-00210,"Near LOC-00210, Bidar",Circle
FIR-000756,LOC-00229,"Near LOC-00229, Bidar",Circle
FIR-000757,LOC-00245,"Near LOC-00245, Bidar",Bus Stand
FIR-000758,LOC-00242,"Near LOC-00242, Bidar",Market
FIR-000759,LOC-00239,"Near LOC-00239, Bidar",Temple
FIR-000760,LOC-00234,"Near LOC-00234, Bidar",Circle
FIR-000761,LOC-00230,"Near LOC-00230, Bidar",Bus Stand
FIR-000762,LOC-00235,"Near LOC-00235, Bidar",School
FIR-000763,LOC-00230,"Near LOC-00230, Bidar",School
FIR-000764,LOC-00246,"Near LOC-00246, Bidar",Market
FIR-000765,LOC-00215,"Near LOC-00215, Bidar",Market
FIR-000766,LOC-00222,"Near LOC-00222, Bidar",Petrol Bunk
FIR-000767,LOC-00229,"Near LOC-00229, Bidar",Bus Stand
FIR-000768,LOC-00240,"Near LOC-00240, Bidar",Petrol Bunk
FIR-000769,LOC-00229,"Near LOC-00229, Bidar",Temple
FIR-000770,LOC-00215,"Near LOC-00215, Bidar",Temple
FIR-000771,LOC-00221,"Near LOC-00221, Bidar",Bus Stand
FIR-000772,LOC-00235,"Near LOC-00235, Bidar",School
FIR-000773,LOC-00217,"Near LOC-00217, Bidar",Temple
FIR-000774,LOC-00235,"Near LOC-00235, Bidar",Temple
FIR-000775,LOC-00229,"Near LOC-00229, Bidar",Circle
FIR-000776,LOC-00236,"Near LOC-00236, Bidar",Bus Stand
FIR-000777,LOC-00235,"Near LOC-00235, Bidar",Bus Stand
FIR-000778,LOC-00210,"Near LOC-00210, Bidar",School
FIR-000779,LOC-00227,"Near LOC-00227, Bidar",Market
FIR-000780,LOC-00240,"Near LOC-00240, Bidar",School
FIR-000781,LOC-00231,"Near LOC-00231, Bidar",Petrol Bunk
FIR-000782,LOC-00236,"Near LOC-00236, Bidar",Bus Stand
FIR-000783,LOC-00230,"Near LOC-00230, Bidar",Temple
FIR-000784,LOC-00217,"Near LOC-00217, Bidar",Petrol Bunk
FIR-000785,LOC-00229,"Near LOC-00229, Bidar",Temple
FIR-000786,LOC-00241,"Near LOC-00241, Bidar",Petrol Bunk
FIR-000787,LOC-00249,"Near LOC-00249, Bidar",Market
FIR-000788,LOC-00234,"Near LOC-00234, Bidar",Petrol Bunk
FIR-000789,LOC-00219,"Near LOC-00219, Bidar",Bus Stand
FIR-000790,LOC-00217,"Near LOC-00217, Bidar",School
FIR-000791,LOC-00209,"Near LOC-00209, Bidar",Market
FIR-000792,LOC-00235,"Near LOC-00235, Bidar",Petrol Bunk
FIR-000793,LOC-00240,"Near LOC-00240, Bidar",Market
FIR-000794,LOC-00223,"Near LOC-00223, Bidar",Market
FIR-000795,LOC-00230,"Near LOC-00230, Bidar",Petrol Bunk
FIR-000796,LOC-00219,"Near LOC-00219, Bidar",Circle
FIR-000797,LOC-00243,"Near LOC-00243, Bidar",School
FIR-000798,LOC-00217,"Near LOC-00217, Bidar",Petrol Bunk
FIR-000799,LOC-00228,"Near LOC-00228, Bidar",Circle
FIR-000800,LOC-00228,"Near LOC-00228, Bidar",Bus Stand
FIR-000801,LOC-00222,"Near LOC-00222, Bidar",Bus Stand
FIR-000802,LOC-00220,"Near LOC-00220, Bidar",Petrol Bunk
FIR-000803,LOC-00219,"Near LOC-00219, Bidar",Market
FIR-000804,LOC-00220,"Near LOC-00220, Bidar",Petrol Bunk
FIR-000805,LOC-00247,"Near LOC-00247, Bidar",School
FIR-000806,LOC-00235,"Near LOC-00235, Bidar",Circle
FIR-000807,LOC-00248,"Near LOC-00248, Bidar",Circle
FIR-000808,LOC-00212,"Near LOC-00212, Bidar",Temple
FIR-000809,LOC-00231,"Near LOC-00231, Bidar",School
FIR-000810,LOC-00242,"Near LOC-00242, Bidar",Bus Stand
FIR-000811,LOC-00247,"Near LOC-00247, Bidar",Market
FIR-000812,LOC-00217,"Near LOC-00217, Bidar",Bus Stand
FIR-000813,LOC-00222,"Near LOC-00222, Bidar",School
FIR-000814,LOC-00222,"Near LOC-00222, Bidar",Temple
FIR-000815,LOC-00212,"Near LOC-00212, Bidar",School
FIR-000816,LOC-00239,"Near LOC-00239, Bidar",Temple
FIR-000817,LOC-00231,"Near LOC-00231, Bidar",Circle
FIR-000818,LOC-00243,"Near LOC-00243, Bidar",School
FIR-000819,LOC-00229,"Near LOC-00229, Bidar",School
FIR-000820,LOC-00230,"Near LOC-00230, Bidar",School
FIR-000821,LOC-00217,"Near LOC-00217, Bidar",Temple
FIR-000822,LOC-00233,"Near LOC-00233, Bidar",School
FIR-000823,LOC-00229,"Near LOC-00229, Bidar",Petrol Bunk
FIR-000824,LOC-00225,"Near LOC-00225, Bidar",Temple
FIR-000825,LOC-00231,"Near LOC-00231, Bidar",School
FIR-000826,LOC-00231,"Near LOC-00231, Bidar",Market
FIR-000827,LOC-00240,"Near LOC-00240, Bidar",Temple
FIR-000828,LOC-00244,"Near LOC-00244, Bidar",Bus Stand
FIR-000829,LOC-00213,"Near LOC-00213, Bidar",Petrol Bunk
FIR-000830,LOC-00230,"Near LOC-00230, Bidar",Temple
FIR-000831,LOC-00246,"Near LOC-00246, Bidar",Temple
FIR-000832,LOC-00231,"Near LOC-00231, Bidar",Bus Stand
FIR-000833,LOC-00222,"Near LOC-00222, Bidar",Circle
FIR-000834,LOC-00235,"Near LOC-00235, Bidar",Circle
FIR-000835,LOC-00222,"Near LOC-00222, Bidar",Bus Stand
FIR-000836,LOC-00223,"Near LOC-00223, Bidar",Circle
FIR-000837,LOC-00214,"Near LOC-00214, Bidar",Temple
FIR-000838,LOC-00219,"Near LOC-00219, Bidar",Market
FIR-000839,LOC-00218,"Near LOC-00218, Bidar",Petrol Bunk
FIR-000840,LOC-00221,"Near LOC-00221, Bidar",Petrol Bunk
FIR-000841,LOC-00240,"Near LOC-00240, Bidar",Petrol Bunk
FIR-000842,LOC-00232,"Near LOC-00232, Bidar",Market
FIR-000843,LOC-00245,"Near LOC-00245, Bidar",Temple
FIR-000844,LOC-00249,"Near LOC-00249, Bidar",School
FIR-000845,LOC-00244,"Near LOC-00244, Bidar",Bus Stand
FIR-000846,LOC-00227,"Near LOC-00227, Bidar",Petrol Bunk
FIR-000847,LOC-00216,"Near LOC-00216, Bidar",Petrol Bunk
FIR-000848,LOC-00226,"Near LOC-00226, Bidar",Market
FIR-000849,LOC-00216,"Near LOC-00216, Bidar",Petrol Bunk
FIR-000850,LOC-00238,"Near LOC-00238, Bidar",School
FIR-000851,LOC-00231,"Near LOC-00231, Bidar",Bus Stand
FIR-000852,LOC-00225,"Near LOC-00225, Bidar",Bus Stand
FIR-000853,LOC-00219,"Near LOC-00219, Bidar",Market
FIR-000854,LOC-00211,"Near LOC-00211, Bidar",Petrol Bunk
FIR-000855,LOC-00226,"Near LOC-00226, Bidar",Temple
FIR-000856,LOC-00213,"Near LOC-00213, Bidar",Circle
FIR-000857,LOC-00240,"Near LOC-00240, Bidar",Temple
FIR-000858,LOC-00214,"Near LOC-00214, Bidar",Bus Stand
FIR-000859,LOC-00237,"Near LOC-00237, Bidar",Temple
FIR-000860,LOC-00238,"Near LOC-00238, Bidar",Market
FIR-000861,LOC-00279,"Near LOC-00279, Chamarajanagar",Petrol Bunk
FIR-000862,LOC-00262,"Near LOC-00262, Chamarajanagar",Circle
FIR-000863,LOC-00275,"Near LOC-00275, Chamarajanagar",Market
FIR-000864,LOC-00267,"Near LOC-00267, Chamarajanagar",Temple
FIR-000865,LOC-00270,"Near LOC-00270, Chamarajanagar",Circle
FIR-000866,LOC-00262,"Near LOC-00262, Chamarajanagar",Temple
FIR-000867,LOC-00282,"Near LOC-00282, Chamarajanagar",Market
FIR-000868,LOC-00287,"Near LOC-00287, Chamarajanagar",Bus Stand
FIR-000869,LOC-00285,"Near LOC-00285, Chamarajanagar",Market
FIR-000870,LOC-00257,"Near LOC-00257, Chamarajanagar",Market
FIR-000871,LOC-00263,"Near LOC-00263, Chamarajanagar",Circle
FIR-000872,LOC-00284,"Near LOC-00284, Chamarajanagar",Circle
FIR-000873,LOC-00269,"Near LOC-00269, Chamarajanagar",Petrol Bunk
FIR-000874,LOC-00253,"Near LOC-00253, Chamarajanagar",School
FIR-000875,LOC-00273,"Near LOC-00273, Chamarajanagar",Temple
FIR-000876,LOC-00275,"Near LOC-00275, Chamarajanagar",Petrol Bunk
FIR-000877,LOC-00281,"Near LOC-00281, Chamarajanagar",Bus Stand
FIR-000878,LOC-00264,"Near LOC-00264, Chamarajanagar",Petrol Bunk
FIR-000879,LOC-00283,"Near LOC-00283, Chamarajanagar",Bus Stand
FIR-000880,LOC-00285,"Near LOC-00285, Chamarajanagar",Petrol Bunk
FIR-000881,LOC-00270,"Near LOC-00270, Chamarajanagar",Petrol Bunk
FIR-000882,LOC-00276,"Near LOC-00276, Chamarajanagar",Bus Stand
FIR-000883,LOC-00274,"Near LOC-00274, Chamarajanagar",Temple
FIR-000884,LOC-00251,"Near LOC-00251, Chamarajanagar",Market
FIR-000885,LOC-00253,"Near LOC-00253, Chamarajanagar",Petrol Bunk
FIR-000886,LOC-00252,"Near LOC-00252, Chamarajanagar",Market
FIR-000887,LOC-00269,"Near LOC-00269, Chamarajanagar",Petrol Bunk
FIR-000888,LOC-00272,"Near LOC-00272, Chamarajanagar",Bus Stand
FIR-000889,LOC-00264,"Near LOC-00264, Chamarajanagar",Temple
FIR-000890,LOC-00258,"Near LOC-00258, Chamarajanagar",Market
FIR-000891,LOC-00264,"Near LOC-00264, Chamarajanagar",Bus Stand
FIR-000892,LOC-00280,"Near LOC-00280, Chamarajanagar",School
FIR-000893,LOC-00273,"Near LOC-00273, Chamarajanagar",School
FIR-000894,LOC-00273,"Near LOC-00273, Chamarajanagar",Market
FIR-000895,LOC-00260,"Near LOC-00260, Chamarajanagar",Bus Stand
FIR-000896,LOC-00290,"Near LOC-00290, Chamarajanagar",Circle
FIR-000897,LOC-00271,"Near LOC-00271, Chamarajanagar",Circle
FIR-000898,LOC-00283,"Near LOC-00283, Chamarajanagar",Petrol Bunk
FIR-000899,LOC-00279,"Near LOC-00279, Chamarajanagar",Market
FIR-000900,LOC-00289,"Near LOC-00289, Chamarajanagar",Bus Stand
FIR-000901,LOC-00261,"Near LOC-00261, Chamarajanagar",Market
FIR-000902,LOC-00286,"Near LOC-00286, Chamarajanagar",Petrol Bunk
FIR-000903,LOC-00272,"Near LOC-00272, Chamarajanagar",Petrol Bunk
FIR-000904,LOC-00274,"Near LOC-00274, Chamarajanagar",Temple
FIR-000905,LOC-00283,"Near LOC-00283, Chamarajanagar",Bus Stand
FIR-000906,LOC-00283,"Near LOC-00283, Chamarajanagar",Bus Stand
FIR-000907,LOC-00289,"Near LOC-00289, Chamarajanagar",Circle
FIR-000908,LOC-00254,"Near LOC-00254, Chamarajanagar",School
FIR-000909,LOC-00289,"Near LOC-00289, Chamarajanagar",Circle
FIR-000910,LOC-00264,"Near LOC-00264, Chamarajanagar",School
FIR-000911,LOC-00279,"Near LOC-00279, Chamarajanagar",School
FIR-000912,LOC-00268,"Near LOC-00268, Chamarajanagar",School
FIR-000913,LOC-00258,"Near LOC-00258, Chamarajanagar",Petrol Bunk
FIR-000914,LOC-00256,"Near LOC-00256, Chamarajanagar",Market
FIR-000915,LOC-00289,"Near LOC-00289, Chamarajanagar",Circle
FIR-000916,LOC-00266,"Near LOC-00266, Chamarajanagar",Circle
FIR-000917,LOC-00289,"Near LOC-00289, Chamarajanagar",Bus Stand
FIR-000918,LOC-00290,"Near LOC-00290, Chamarajanagar",Petrol Bunk
FIR-000919,LOC-00264,"Near LOC-00264, Chamarajanagar",Circle
FIR-000920,LOC-00260,"Near LOC-00260, Chamarajanagar",Bus Stand
FIR-000921,LOC-00264,"Near LOC-00264, Chamarajanagar",Circle
FIR-000922,LOC-00271,"Near LOC-00271, Chamarajanagar",Bus Stand
FIR-000923,LOC-00289,"Near LOC-00289, Chamarajanagar",Temple
FIR-000924,LOC-00256,"Near LOC-00256, Chamarajanagar",Bus Stand
FIR-000925,LOC-00259,"Near LOC-00259, Chamarajanagar",School
FIR-000926,LOC-00257,"Near LOC-00257, Chamarajanagar",Bus Stand
FIR-000927,LOC-00288,"Near LOC-00288, Chamarajanagar",Petrol Bunk
FIR-000928,LOC-00283,"Near LOC-00283, Chamarajanagar",School
FIR-000929,LOC-00276,"Near LOC-00276, Chamarajanagar",Bus Stand
FIR-000930,LOC-00271,"Near LOC-00271, Chamarajanagar",Petrol Bunk
FIR-000931,LOC-00290,"Near LOC-00290, Chamarajanagar",Temple
FIR-000932,LOC-00271,"Near LOC-00271, Chamarajanagar",School
FIR-000933,LOC-00257,"Near LOC-00257, Chamarajanagar",Temple
FIR-000934,LOC-00277,"Near LOC-00277, Chamarajanagar",Temple
FIR-000935,LOC-00268,"Near LOC-00268, Chamarajanagar",Temple
FIR-000936,LOC-00282,"Near LOC-00282, Chamarajanagar",Circle
FIR-000937,LOC-00264,"Near LOC-00264, Chamarajanagar",Temple
FIR-000938,LOC-00273,"Near LOC-00273, Chamarajanagar",Bus Stand
FIR-000939,LOC-00288,"Near LOC-00288, Chamarajanagar",School
FIR-000940,LOC-00255,"Near LOC-00255, Chamarajanagar",Petrol Bunk
FIR-000941,LOC-00267,"Near LOC-00267, Chamarajanagar",Bus Stand
FIR-000942,LOC-00257,"Near LOC-00257, Chamarajanagar",Temple
FIR-000943,LOC-00281,"Near LOC-00281, Chamarajanagar",Market
FIR-000944,LOC-00289,"Near LOC-00289, Chamarajanagar",Petrol Bunk
FIR-000945,LOC-00280,"Near LOC-00280, Chamarajanagar",School
FIR-000946,LOC-00271,"Near LOC-00271, Chamarajanagar",School
FIR-000947,LOC-00264,"Near LOC-00264, Chamarajanagar",School
FIR-000948,LOC-00275,"Near LOC-00275, Chamarajanagar",Market
FIR-000949,LOC-00290,"Near LOC-00290, Chamarajanagar",Petrol Bunk
FIR-000950,LOC-00252,"Near LOC-00252, Chamarajanagar",Circle
FIR-000951,LOC-00254,"Near LOC-00254, Chamarajanagar",Temple
FIR-000952,LOC-00278,"Near LOC-00278, Chamarajanagar",Market
FIR-000953,LOC-00273,"Near LOC-00273, Chamarajanagar",Bus Stand
FIR-000954,LOC-00263,"Near LOC-00263, Chamarajanagar",Circle
FIR-000955,LOC-00259,"Near LOC-00259, Chamarajanagar",Circle
FIR-000956,LOC-00257,"Near LOC-00257, Chamarajanagar",Temple
FIR-000957,LOC-00255,"Near LOC-00255, Chamarajanagar",Circle
FIR-000958,LOC-00271,"Near LOC-00271, Chamarajanagar",Temple
FIR-000959,LOC-00283,"Near LOC-00283, Chamarajanagar",School
FIR-000960,LOC-00252,"Near LOC-00252, Chamarajanagar",School
FIR-000961,LOC-00250,"Near LOC-00250, Chamarajanagar",School
FIR-000962,LOC-00265,"Near LOC-00265, Chamarajanagar",Petrol Bunk
FIR-000963,LOC-00286,"Near LOC-00286, Chamarajanagar",Temple
FIR-000964,LOC-00257,"Near LOC-00257, Chamarajanagar",Petrol Bunk
FIR-000965,LOC-00283,"Near LOC-00283, Chamarajanagar",School
FIR-000966,LOC-00250,"Near LOC-00250, Chamarajanagar",Petrol Bunk
FIR-000967,LOC-00284,"Near LOC-00284, Chamarajanagar",Market
FIR-000968,LOC-00261,"Near LOC-00261, Chamarajanagar",Petrol Bunk
FIR-000969,LOC-00251,"Near LOC-00251, Chamarajanagar",School
FIR-000970,LOC-00271,"Near LOC-00271, Chamarajanagar",Market
FIR-000971,LOC-00273,"Near LOC-00273, Chamarajanagar",Circle
FIR-000972,LOC-00278,"Near LOC-00278, Chamarajanagar",School
FIR-000973,LOC-00265,"Near LOC-00265, Chamarajanagar",Market
FIR-000974,LOC-00266,"Near LOC-00266, Chamarajanagar",Market
FIR-000975,LOC-00275,"Near LOC-00275, Chamarajanagar",Circle
FIR-000976,LOC-00283,"Near LOC-00283, Chamarajanagar",School
FIR-000977,LOC-00271,"Near LOC-00271, Chamarajanagar",Market
FIR-000978,LOC-00277,"Near LOC-00277, Chamarajanagar",Market
FIR-000979,LOC-00256,"Near LOC-00256, Chamarajanagar",Temple
FIR-000980,LOC-00287,"Near LOC-00287, Chamarajanagar",Market
FIR-000981,LOC-00293,"Near LOC-00293, Chikballapur",School
FIR-000982,LOC-00293,"Near LOC-00293, Chikballapur",Bus Stand
FIR-000983,LOC-00298,"Near LOC-00298, Chikballapur",Market
FIR-000984,LOC-00294,"Near LOC-00294, Chikballapur",Circle
FIR-000985,LOC-00317,"Near LOC-00317, Chikballapur",Circle
FIR-000986,LOC-00304,"Near LOC-00304, Chikballapur",Petrol Bunk
FIR-000987,LOC-00318,"Near LOC-00318, Chikballapur",Bus Stand
FIR-000988,LOC-00294,"Near LOC-00294, Chikballapur",Petrol Bunk
FIR-000989,LOC-00318,"Near LOC-00318, Chikballapur",Circle
FIR-000990,LOC-00316,"Near LOC-00316, Chikballapur",Bus Stand
FIR-000991,LOC-00309,"Near LOC-00309, Chikballapur",Temple
FIR-000992,LOC-00295,"Near LOC-00295, Chikballapur",School
FIR-000993,LOC-00316,"Near LOC-00316, Chikballapur",School
FIR-000994,LOC-00315,"Near LOC-00315, Chikballapur",Temple
FIR-000995,LOC-00306,"Near LOC-00306, Chikballapur",Circle
FIR-000996,LOC-00309,"Near LOC-00309, Chikballapur",Bus Stand
FIR-000997,LOC-00315,"Near LOC-00315, Chikballapur",Temple
FIR-000998,LOC-00303,"Near LOC-00303, Chikballapur",Bus Stand
FIR-000999,LOC-00313,"Near LOC-00313, Chikballapur",Circle
FIR-001000,LOC-00301,"Near LOC-00301, Chikballapur",Market
FIR-001001,LOC-00315,"Near LOC-00315, Chikballapur",Temple
FIR-001002,LOC-00291,"Near LOC-00291, Chikballapur",Market
FIR-001003,LOC-00314,"Near LOC-00314, Chikballapur",Bus Stand
FIR-001004,LOC-00300,"Near LOC-00300, Chikballapur",School
FIR-001005,LOC-00317,"Near LOC-00317, Chikballapur",School
FIR-001006,LOC-00310,"Near LOC-00310, Chikballapur",Petrol Bunk
FIR-001007,LOC-00308,"Near LOC-00308, Chikballapur",Circle
FIR-001008,LOC-00318,"Near LOC-00318, Chikballapur",Market
FIR-001009,LOC-00309,"Near LOC-00309, Chikballapur",Market
FIR-001010,LOC-00303,"Near LOC-00303, Chikballapur",Petrol Bunk
FIR-001011,LOC-00318,"Near LOC-00318, Chikballapur",Petrol Bunk
FIR-001012,LOC-00299,"Near LOC-00299, Chikballapur",School
FIR-001013,LOC-00313,"Near LOC-00313, Chikballapur",School
FIR-001014,LOC-00316,"Near LOC-00316, Chikballapur",Circle
FIR-001015,LOC-00307,"Near LOC-00307, Chikballapur",Petrol Bunk
FIR-001016,LOC-00311,"Near LOC-00311, Chikballapur",Bus Stand
FIR-001017,LOC-00312,"Near LOC-00312, Chikballapur",Circle
FIR-001018,LOC-00307,"Near LOC-00307, Chikballapur",Circle
FIR-001019,LOC-00300,"Near LOC-00300, Chikballapur",Circle
FIR-001020,LOC-00318,"Near LOC-00318, Chikballapur",School
FIR-001021,LOC-00304,"Near LOC-00304, Chikballapur",Bus Stand
FIR-001022,LOC-00301,"Near LOC-00301, Chikballapur",Temple
FIR-001023,LOC-00305,"Near LOC-00305, Chikballapur",Circle
FIR-001024,LOC-00302,"Near LOC-00302, Chikballapur",Circle
FIR-001025,LOC-00293,"Near LOC-00293, Chikballapur",Bus Stand
FIR-001026,LOC-00312,"Near LOC-00312, Chikballapur",Petrol Bunk
FIR-001027,LOC-00313,"Near LOC-00313, Chikballapur",Bus Stand
FIR-001028,LOC-00306,"Near LOC-00306, Chikballapur",School
FIR-001029,LOC-00313,"Near LOC-00313, Chikballapur",Bus Stand
FIR-001030,LOC-00293,"Near LOC-00293, Chikballapur",Market
FIR-001031,LOC-00318,"Near LOC-00318, Chikballapur",Circle
FIR-001032,LOC-00313,"Near LOC-00313, Chikballapur",Temple
FIR-001033,LOC-00297,"Near LOC-00297, Chikballapur",Market
FIR-001034,LOC-00312,"Near LOC-00312, Chikballapur",Market
FIR-001035,LOC-00305,"Near LOC-00305, Chikballapur",School
FIR-001036,LOC-00294,"Near LOC-00294, Chikballapur",Circle
FIR-001037,LOC-00299,"Near LOC-00299, Chikballapur",Market
FIR-001038,LOC-00294,"Near LOC-00294, Chikballapur",School
FIR-001039,LOC-00294,"Near LOC-00294, Chikballapur",Temple
FIR-001040,LOC-00305,"Near LOC-00305, Chikballapur",Circle
FIR-001041,LOC-00307,"Near LOC-00307, Chikballapur",Circle
FIR-001042,LOC-00301,"Near LOC-00301, Chikballapur",Market
FIR-001043,LOC-00308,"Near LOC-00308, Chikballapur",School
FIR-001044,LOC-00314,"Near LOC-00314, Chikballapur",Market
FIR-001045,LOC-00303,"Near LOC-00303, Chikballapur",Petrol Bunk
FIR-001046,LOC-00318,"Near LOC-00318, Chikballapur",Bus Stand
FIR-001047,LOC-00310,"Near LOC-00310, Chikballapur",Bus Stand
FIR-001048,LOC-00296,"Near LOC-00296, Chikballapur",Market
FIR-001049,LOC-00308,"Near LOC-00308, Chikballapur",Bus Stand
FIR-001050,LOC-00318,"Near LOC-00318, Chikballapur",Petrol Bunk
FIR-001051,LOC-00313,"Near LOC-00313, Chikballapur",Temple
FIR-001052,LOC-00296,"Near LOC-00296, Chikballapur",Market
FIR-001053,LOC-00308,"Near LOC-00308, Chikballapur",Temple
FIR-001054,LOC-00308,"Near LOC-00308, Chikballapur",Bus Stand
FIR-001055,LOC-00295,"Near LOC-00295, Chikballapur",Market
FIR-001056,LOC-00300,"Near LOC-00300, Chikballapur",Temple
FIR-001057,LOC-00308,"Near LOC-00308, Chikballapur",Circle
FIR-001058,LOC-00317,"Near LOC-00317, Chikballapur",School
FIR-001059,LOC-00292,"Near LOC-00292, Chikballapur",Circle
FIR-001060,LOC-00308,"Near LOC-00308, Chikballapur",Bus Stand
FIR-001061,LOC-00310,"Near LOC-00310, Chikballapur",School
FIR-001062,LOC-00300,"Near LOC-00300, Chikballapur",Circle
FIR-001063,LOC-00313,"Near LOC-00313, Chikballapur",Petrol Bunk
FIR-001064,LOC-00311,"Near LOC-00311, Chikballapur",Market
FIR-001065,LOC-00314,"Near LOC-00314, Chikballapur",School
FIR-001066,LOC-00300,"Near LOC-00300, Chikballapur",Bus Stand
FIR-001067,LOC-00294,"Near LOC-00294, Chikballapur",Bus Stand
FIR-001068,LOC-00311,"Near LOC-00311, Chikballapur",Bus Stand
FIR-001069,LOC-00313,"Near LOC-00313, Chikballapur",Circle
FIR-001070,LOC-00295,"Near LOC-00295, Chikballapur",Temple
FIR-001071,LOC-00299,"Near LOC-00299, Chikballapur",School
FIR-001072,LOC-00300,"Near LOC-00300, Chikballapur",School
FIR-001073,LOC-00292,"Near LOC-00292, Chikballapur",Market
FIR-001074,LOC-00298,"Near LOC-00298, Chikballapur",Bus Stand
FIR-001075,LOC-00304,"Near LOC-00304, Chikballapur",School
FIR-001076,LOC-00308,"Near LOC-00308, Chikballapur",Market
FIR-001077,LOC-00293,"Near LOC-00293, Chikballapur",Temple
FIR-001078,LOC-00308,"Near LOC-00308, Chikballapur",School
FIR-001079,LOC-00293,"Near LOC-00293, Chikballapur",Petrol Bunk
FIR-001080,LOC-00302,"Near LOC-00302, Chikballapur",School
FIR-001081,LOC-00313,"Near LOC-00313, Chikballapur",Market
FIR-001082,LOC-00298,"Near LOC-00298, Chikballapur",Circle
FIR-001083,LOC-00297,"Near LOC-00297, Chikballapur",Temple
FIR-001084,LOC-00292,"Near LOC-00292, Chikballapur",Temple
FIR-001085,LOC-00297,"Near LOC-00297, Chikballapur",Bus Stand
FIR-001086,LOC-00313,"Near LOC-00313, Chikballapur",Temple
FIR-001087,LOC-00293,"Near LOC-00293, Chikballapur",Temple
FIR-001088,LOC-00300,"Near LOC-00300, Chikballapur",Temple
FIR-001089,LOC-00294,"Near LOC-00294, Chikballapur",School
FIR-001090,LOC-00302,"Near LOC-00302, Chikballapur",Temple
FIR-001091,LOC-00300,"Near LOC-00300, Chikballapur",School
FIR-001092,LOC-00318,"Near LOC-00318, Chikballapur",Market
FIR-001093,LOC-00318,"Near LOC-00318, Chikballapur",Bus Stand
FIR-001094,LOC-00291,"Near LOC-00291, Chikballapur",Circle
FIR-001095,LOC-00318,"Near LOC-00318, Chikballapur",Bus Stand
FIR-001096,LOC-00308,"Near LOC-00308, Chikballapur",School
FIR-001097,LOC-00296,"Near LOC-00296, Chikballapur",Petrol Bunk
FIR-001098,LOC-00294,"Near LOC-00294, Chikballapur",Petrol Bunk
FIR-001099,LOC-00306,"Near LOC-00306, Chikballapur",Temple
FIR-001100,LOC-00291,"Near LOC-00291, Chikballapur",Petrol Bunk
FIR-001101,LOC-00329,"Near LOC-00329, Chikkamagaluru",Market
FIR-001102,LOC-00338,"Near LOC-00338, Chikkamagaluru",School
FIR-001103,LOC-00345,"Near LOC-00345, Chikkamagaluru",School
FIR-001104,LOC-00328,"Near LOC-00328, Chikkamagaluru",Market
FIR-001105,LOC-00339,"Near LOC-00339, Chikkamagaluru",School
FIR-001106,LOC-00332,"Near LOC-00332, Chikkamagaluru",Circle
FIR-001107,LOC-00326,"Near LOC-00326, Chikkamagaluru",Circle
FIR-001108,LOC-00324,"Near LOC-00324, Chikkamagaluru",Bus Stand
FIR-001109,LOC-00325,"Near LOC-00325, Chikkamagaluru",Bus Stand
FIR-001110,LOC-00331,"Near LOC-00331, Chikkamagaluru",Petrol Bunk
FIR-001111,LOC-00320,"Near LOC-00320, Chikkamagaluru",Circle
FIR-001112,LOC-00341,"Near LOC-00341, Chikkamagaluru",Petrol Bunk
FIR-001113,LOC-00336,"Near LOC-00336, Chikkamagaluru",Petrol Bunk
FIR-001114,LOC-00320,"Near LOC-00320, Chikkamagaluru",Temple
FIR-001115,LOC-00341,"Near LOC-00341, Chikkamagaluru",Market
FIR-001116,LOC-00338,"Near LOC-00338, Chikkamagaluru",Petrol Bunk
FIR-001117,LOC-00338,"Near LOC-00338, Chikkamagaluru",Market
FIR-001118,LOC-00333,"Near LOC-00333, Chikkamagaluru",Bus Stand
FIR-001119,LOC-00339,"Near LOC-00339, Chikkamagaluru",Bus Stand
FIR-001120,LOC-00334,"Near LOC-00334, Chikkamagaluru",Temple
FIR-001121,LOC-00338,"Near LOC-00338, Chikkamagaluru",Petrol Bunk
FIR-001122,LOC-00344,"Near LOC-00344, Chikkamagaluru",Circle
FIR-001123,LOC-00335,"Near LOC-00335, Chikkamagaluru",Temple
FIR-001124,LOC-00339,"Near LOC-00339, Chikkamagaluru",School
FIR-001125,LOC-00338,"Near LOC-00338, Chikkamagaluru",Petrol Bunk
FIR-001126,LOC-00325,"Near LOC-00325, Chikkamagaluru",Circle
FIR-001127,LOC-00346,"Near LOC-00346, Chikkamagaluru",Bus Stand
FIR-001128,LOC-00330,"Near LOC-00330, Chikkamagaluru",School
FIR-001129,LOC-00342,"Near LOC-00342, Chikkamagaluru",Temple
FIR-001130,LOC-00345,"Near LOC-00345, Chikkamagaluru",School
FIR-001131,LOC-00322,"Near LOC-00322, Chikkamagaluru",Bus Stand
FIR-001132,LOC-00341,"Near LOC-00341, Chikkamagaluru",Petrol Bunk
FIR-001133,LOC-00339,"Near LOC-00339, Chikkamagaluru",Petrol Bunk
FIR-001134,LOC-00341,"Near LOC-00341, Chikkamagaluru",Bus Stand
FIR-001135,LOC-00343,"Near LOC-00343, Chikkamagaluru",Circle
FIR-001136,LOC-00331,"Near LOC-00331, Chikkamagaluru",Temple
FIR-001137,LOC-00341,"Near LOC-00341, Chikkamagaluru",Bus Stand
FIR-001138,LOC-00333,"Near LOC-00333, Chikkamagaluru",Petrol Bunk
