accused_id_1,accused_id_2,shared_fir_count,first_shared_fir_id,relationship_type
ACC-00684,ACC-04051,1,FIR-001251,co-accused
ACC-01215,ACC-02017,1,FIR-001258,co-accused
ACC-00734,ACC-04304,1,FIR-001260,co-accused
ACC-00734,ACC-01535,1,FIR-001265,co-accused
ACC-03291,ACC-04299,1,FIR-001268,co-accused
ACC-02781,ACC-04379,1,FIR-001269,co-accused
ACC-00037,ACC-00288,1,FIR-001274,co-accused
ACC-02294,ACC-02564,1,FIR-001275,co-accused
ACC-00213,ACC-00318,1,FIR-001279,co-accused
ACC-02854,ACC-04141,1,FIR-001284,co-accused
ACC-00790,ACC-03160,1,FIR-001285,co-accused
ACC-00790,ACC-04103,1,FIR-001285,co-accused
ACC-03160,ACC-04103,1,FIR-001285,co-accused
ACC-00265,ACC-02148,1,FIR-001286,co-accused
ACC-00265,ACC-02460,1,FIR-001286,co-accused
ACC-02148,ACC-02460,1,FIR-001286,co-accused
ACC-02610,ACC-03693,1,FIR-001287,co-accused
ACC-01215,ACC-03529,1,FIR-001288,co-accused
ACC-03507,ACC-03816,1,FIR-001294,co-accused
ACC-01862,ACC-02783,1,FIR-001300,co-accused
ACC-01028,ACC-01984,1,FIR-001302,co-accused
ACC-01028,ACC-04389,1,FIR-001302,co-accused
ACC-01984,ACC-04389,1,FIR-001302,co-accused
ACC-02422,ACC-02854,1,FIR-001305,co-accused
ACC-00037,ACC-01575,1,FIR-001308,co-accused
ACC-00442,ACC-03299,1,FIR-001310,co-accused
ACC-00442,ACC-04389,1,FIR-001310,co-accused
ACC-03299,ACC-04389,1,FIR-001310,co-accused
ACC-00349,ACC-03547,1,FIR-001313,co-accused
ACC-00106,ACC-00199,1,FIR-001319,co-accused
ACC-00801,ACC-03267,1,FIR-001324,co-accused
ACC-00221,ACC-01629,1,FIR-001325,co-accused
ACC-00073,ACC-01028,1,FIR-001327,co-accused
ACC-00199,ACC-04266,1,FIR-001329,co-accused
ACC-02294,ACC-04071,1,FIR-001330,co-accused
ACC-01056,ACC-01459,1,FIR-001331,co-accused
ACC-02696,ACC-04343,1,FIR-001334,co-accused
ACC-00691,ACC-00969,1,FIR-001336,co-accused
ACC-01345,ACC-01637,1,FIR-001347,co-accused
ACC-00356,ACC-03407,1,FIR-001351,co-accused
ACC-02094,ACC-03117,1,FIR-001355,co-accused
ACC-03128,ACC-04060,1,FIR-001371,co-accused
ACC-03117,ACC-04315,1,FIR-001372,co-accused
ACC-01730,ACC-02602,1,FIR-001373,co-accused
ACC-02807,ACC-03200,1,FIR-001385,co-accused
ACC-00021,ACC-01499,1,FIR-001387,co-accused
ACC-01692,ACC-03843,1,FIR-001389,co-accused
ACC-01420,ACC-03834,1,FIR-001393,co-accused
ACC-02940,ACC-04201,1,FIR-001394,co-accused
ACC-00231,ACC-03700,1,FIR-001396,co-accused
ACC-00446,ACC-02400,1,FIR-001398,co-accused
ACC-02168,ACC-03160,1,FIR-001399,co-accused
ACC-02168,ACC-04364,1,FIR-001399,co-accused
ACC-03160,ACC-04364,1,FIR-001399,co-accused
ACC-02240,ACC-04301,1,FIR-001400,co-accused
ACC-00244,ACC-00312,1,FIR-001405,co-accused
ACC-00244,ACC-03645,1,FIR-001405,co-accused
ACC-00312,ACC-03645,1,FIR-001405,co-accused
ACC-01379,ACC-04255,1,FIR-001419,co-accused
ACC-00573,ACC-01420,1,FIR-001424,co-accused
ACC-02705,ACC-04041,1,FIR-001439,co-accused
ACC-00185,ACC-03696,1,FIR-001442,co-accused
ACC-02420,ACC-03915,1,FIR-001443,co-accused
ACC-00585,ACC-03072,1,FIR-001454,co-accused
ACC-01845,ACC-04241,1,FIR-001461,co-accused
ACC-01234,ACC-01772,1,FIR-001471,co-accused
ACC-00519,ACC-02305,1,FIR-001478,co-accused
ACC-00519,ACC-03208,1,FIR-001478,co-accused
ACC-02305,ACC-03208,1,FIR-001478,co-accused
ACC-03405,ACC-03971,1,FIR-001480,co-accused
ACC-00332,ACC-00340,1,FIR-001485,co-accused
ACC-00155,ACC-00432,1,FIR-001492,co-accused
ACC-01326,ACC-03660,1,FIR-001495,co-accused
ACC-01326,ACC-01578,1,FIR-001502,co-accused
ACC-00357,ACC-03884,1,FIR-001506,co-accused
ACC-00650,ACC-04078,1,FIR-001513,co-accused
ACC-00723,ACC-02072,1,FIR-001515,co-accused
ACC-02648,ACC-03556,1,FIR-001517,co-accused
ACC-03533,ACC-04299,1,FIR-001522,co-accused
ACC-01729,ACC-03190,1,FIR-001526,co-accused
ACC-00347,ACC-03779,1,FIR-001528,co-accused
ACC-01841,ACC-02962,1,FIR-001533,co-accused
ACC-00218,ACC-00269,1,FIR-001534,co-accused
ACC-01908,ACC-03439,1,FIR-001540,co-accused
ACC-01908,ACC-04241,1,FIR-001540,co-accused
ACC-03439,ACC-04241,1,FIR-001540,co-accused
ACC-01581,ACC-02420,1,FIR-001547,co-accused
ACC-00149,ACC-03141,1,FIR-001557,co-accused
ACC-00149,ACC-04348,1,FIR-001557,co-accused
ACC-03141,ACC-04348,1,FIR-001557,co-accused
ACC-01011,ACC-01086,1,FIR-001564,co-accused
ACC-00630,ACC-04149,1,FIR-001565,co-accused
ACC-00244,ACC-01790,1,FIR-001566,co-accused
ACC-00205,ACC-00827,1,FIR-001567,co-accused
ACC-00205,ACC-02962,1,FIR-001567,co-accused
ACC-00827,ACC-02962,1,FIR-001567,co-accused
ACC-00311,ACC-01635,1,FIR-001572,co-accused
ACC-00195,ACC-03796,1,FIR-001573,co-accused
ACC-00432,ACC-03345,1,FIR-001583,co-accused
ACC-01253,ACC-04348,1,FIR-001584,co-accused
ACC-00446,ACC-03840,1,FIR-001586,co-accused
ACC-02644,ACC-04300,1,FIR-001589,co-accused
ACC-01666,ACC-03218,1,FIR-001592,co-accused
ACC-01998,ACC-02240,1,FIR-001593,co-accused
ACC-00680,ACC-02483,1,FIR-001602,co-accused
ACC-01083,ACC-01826,1,FIR-001604,co-accused
ACC-01447,ACC-03878,1,FIR-001606,co-accused
ACC-00465,ACC-03197,1,FIR-001608,co-accused
ACC-00554,ACC-01709,1,FIR-001612,co-accused
ACC-00554,ACC-01826,1,FIR-001612,co-accused
ACC-01709,ACC-01826,1,FIR-001612,co-accused
ACC-01364,ACC-04392,1,FIR-001615,co-accused
ACC-02991,ACC-03805,1,FIR-001616,co-accused
ACC-00032,ACC-00794,1,FIR-001617,co-accused
ACC-00064,ACC-01497,1,FIR-001618,co-accused
ACC-00064,ACC-02244,1,FIR-001618,co-accused
ACC-01497,ACC-02244,1,FIR-001618,co-accused
ACC-00301,ACC-03863,1,FIR-001619,co-accused
ACC-00301,ACC-04093,1,FIR-001619,co-accused
ACC-03863,ACC-04093,1,FIR-001619,co-accused
ACC-00689,ACC-01851,1,FIR-001621,co-accused
ACC-00376,ACC-03888,1,FIR-001634,co-accused
ACC-01496,ACC-03189,1,FIR-001640,co-accused
ACC-03428,ACC-03770,1,FIR-001641,co-accused
ACC-00437,ACC-00554,1,FIR-001642,co-accused
ACC-00460,ACC-01069,1,FIR-001643,co-accused
ACC-03196,ACC-03434,1,FIR-001646,co-accused
ACC-03196,ACC-03495,1,FIR-001646,co-accused
ACC-03434,ACC-03495,1,FIR-001646,co-accused
ACC-00301,ACC-01250,1,FIR-001648,co-accused
ACC-04081,ACC-04319,1,FIR-001650,co-accused
ACC-01045,ACC-03196,1,FIR-001653,co-accused
ACC-00046,ACC-01205,1,FIR-001654,co-accused
ACC-00046,ACC-03350,1,FIR-001654,co-accused
ACC-01205,ACC-03350,1,FIR-001654,co-accused
ACC-00046,ACC-02723,1,FIR-001657,co-accused
ACC-00046,ACC-02824,1,FIR-001657,co-accused
ACC-02723,ACC-02824,1,FIR-001657,co-accused
ACC-02684,ACC-04285,1,FIR-001658,co-accused
ACC-03274,ACC-03863,1,FIR-001660,co-accused
ACC-02552,ACC-02586,1,FIR-001661,co-accused
ACC-00083,ACC-04312,1,FIR-001665,co-accused
ACC-01135,ACC-01412,1,FIR-001666,co-accused
ACC-01135,ACC-01781,1,FIR-001666,co-accused
ACC-01412,ACC-01781,1,FIR-001666,co-accused
ACC-02971,ACC-03939,1,FIR-001667,co-accused
ACC-00453,ACC-02003,1,FIR-001676,co-accused
ACC-01205,ACC-02334,1,FIR-001682,co-accused
ACC-03197,ACC-04406,1,FIR-001685,co-accused
ACC-02552,ACC-02751,1,FIR-001686,co-accused
ACC-01496,ACC-03277,1,FIR-001689,co-accused
ACC-02003,ACC-02642,1,FIR-001690,co-accused
ACC-00894,ACC-00995,1,FIR-001691,co-accused
ACC-01135,ACC-02040,1,FIR-001694,co-accused
ACC-01135,ACC-03278,1,FIR-001694,co-accused
ACC-02040,ACC-03278,1,FIR-001694,co-accused
ACC-02791,ACC-03348,1,FIR-001702,co-accused
ACC-01571,ACC-02489,1,FIR-001703,co-accused
ACC-01571,ACC-03254,1,FIR-001703,co-accused
ACC-02489,ACC-03254,1,FIR-001703,co-accused
ACC-00412,ACC-04398,1,FIR-001704,co-accused
ACC-00547,ACC-01497,1,FIR-001705,co-accused
ACC-01294,ACC-02065,1,FIR-001706,co-accused
ACC-01767,ACC-02785,1,FIR-001708,co-accused
ACC-02229,ACC-02652,1,FIR-001709,co-accused
ACC-01851,ACC-03006,1,FIR-001710,co-accused
ACC-03180,ACC-04374,1,FIR-001711,co-accused
ACC-00670,ACC-03761,1,FIR-001714,co-accused
ACC-01723,ACC-04398,1,FIR-001716,co-accused
ACC-03513,ACC-03730,1,FIR-001718,co-accused
ACC-00950,ACC-02036,1,FIR-001719,co-accused
ACC-00762,ACC-01567,1,FIR-001720,co-accused
ACC-00724,ACC-02667,1,FIR-001727,co-accused
ACC-02851,ACC-03249,1,FIR-001728,co-accused
ACC-02851,ACC-04336,1,FIR-001728,co-accused
ACC-03249,ACC-04336,1,FIR-001728,co-accused
ACC-01855,ACC-02523,1,FIR-001731,co-accused
ACC-00449,ACC-01853,1,FIR-001733,co-accused
ACC-02053,ACC-04328,1,FIR-001741,co-accused
ACC-00871,ACC-02125,1,FIR-001744,co-accused
ACC-00969,ACC-00994,1,FIR-001762,co-accused
ACC-02159,ACC-02920,1,FIR-001764,co-accused
ACC-01199,ACC-02776,1,FIR-001768,co-accused
ACC-00862,ACC-01764,1,FIR-001770,co-accused
ACC-00862,ACC-03179,1,FIR-001770,co-accused
ACC-01764,ACC-03179,1,FIR-001770,co-accused
ACC-02404,ACC-04397,1,FIR-001773,co-accused
ACC-00115,ACC-01364,1,FIR-001775,co-accused
ACC-02214,ACC-03025,1,FIR-001777,co-accused
ACC-03440,ACC-04289,1,FIR-001778,co-accused
ACC-01402,ACC-02385,1,FIR-001781,co-accused
ACC-00177,ACC-03002,1,FIR-001794,co-accused
ACC-00177,ACC-03457,1,FIR-001794,co-accused
ACC-03002,ACC-03457,1,FIR-001794,co-accused
ACC-00055,ACC-02797,1,FIR-001798,co-accused
ACC-01644,ACC-02748,1,FIR-001799,co-accused
ACC-01644,ACC-04258,1,FIR-001799,co-accused
ACC-02748,ACC-04258,1,FIR-001799,co-accused
ACC-00956,ACC-02404,1,FIR-001807,co-accused
ACC-00369,ACC-00485,1,FIR-001808,co-accused
ACC-01200,ACC-03600,1,FIR-001812,co-accused
ACC-03575,ACC-04090,1,FIR-001828,co-accused
ACC-00731,ACC-01372,1,FIR-001829,co-accused
ACC-00363,ACC-00711,1,FIR-001835,co-accused
ACC-00382,ACC-03816,1,FIR-001839,co-accused
ACC-02241,ACC-03088,1,FIR-001866,co-accused
ACC-02241,ACC-04144,1,FIR-001866,co-accused
ACC-03088,ACC-04144,1,FIR-001866,co-accused
ACC-00942,ACC-01657,1,FIR-001869,co-accused
ACC-02545,ACC-03893,1,FIR-001874,co-accused
ACC-00791,ACC-01101,1,FIR-001875,co-accused
ACC-00791,ACC-01177,1,FIR-001875,co-accused
ACC-01101,ACC-01177,1,FIR-001875,co-accused
ACC-02279,ACC-03794,1,FIR-001876,co-accused
ACC-00727,ACC-03018,1,FIR-001877,co-accused
ACC-03140,ACC-03322,1,FIR-001880,co-accused
ACC-02274,ACC-04325,1,FIR-001885,co-accused
ACC-03321,ACC-03326,1,FIR-001886,co-accused
ACC-02748,ACC-03697,1,FIR-001888,co-accused
ACC-00245,ACC-01917,1,FIR-001895,co-accused
ACC-01893,ACC-02107,1,FIR-001896,co-accused
ACC-03088,ACC-04394,1,FIR-001901,co-accused
ACC-01717,ACC-03320,1,FIR-001903,co-accused
ACC-02070,ACC-03343,1,FIR-001904,co-accused
ACC-00724,ACC-01859,1,FIR-001911,co-accused
ACC-02055,ACC-02773,1,FIR-001919,co-accused
ACC-03321,ACC-04011,1,FIR-001920,co-accused
ACC-00730,ACC-01979,1,FIR-001921,co-accused
ACC-01670,ACC-02723,1,FIR-001923,co-accused
ACC-01129,ACC-03024,1,FIR-001927,co-accused
ACC-00145,ACC-00902,1,FIR-001930,co-accused
ACC-00820,ACC-02794,1,FIR-001935,co-accused
ACC-00733,ACC-00889,1,FIR-001937,co-accused
ACC-03305,ACC-04242,1,FIR-001939,co-accused
ACC-00531,ACC-03179,1,FIR-001940,co-accused
ACC-00872,ACC-02401,1,FIR-001942,co-accused
ACC-03485,ACC-03764,1,FIR-001953,co-accused
ACC-00915,ACC-02241,1,FIR-001954,co-accused
ACC-00320,ACC-04451,1,FIR-001960,co-accused
ACC-01803,ACC-02805,1,FIR-001964,co-accused
ACC-01803,ACC-04415,1,FIR-001964,co-accused
ACC-02805,ACC-04415,1,FIR-001964,co-accused
ACC-01421,ACC-03861,1,FIR-001966,co-accused
ACC-01128,ACC-02381,1,FIR-001971,co-accused
ACC-00942,ACC-03451,1,FIR-001972,co-accused
ACC-02208,ACC-02700,1,FIR-001983,co-accused
ACC-02452,ACC-02911,1,FIR-001987,co-accused
ACC-02452,ACC-03264,1,FIR-001987,co-accused
ACC-02911,ACC-03264,1,FIR-001987,co-accused
ACC-00429,ACC-03983,1,FIR-001991,co-accused
ACC-01711,ACC-01861,1,FIR-001992,co-accused
ACC-01711,ACC-02542,1,FIR-001992,co-accused
ACC-01861,ACC-02542,1,FIR-001992,co-accused
ACC-01726,ACC-02982,1,FIR-001998,co-accused
ACC-00641,ACC-00909,1,FIR-001999,co-accused
ACC-01605,ACC-02578,1,FIR-002003,co-accused
ACC-03462,ACC-03620,1,FIR-002006,co-accused
ACC-01824,ACC-03573,1,FIR-002007,co-accused
ACC-01070,ACC-02075,1,FIR-002008,co-accused
ACC-03181,ACC-03628,1,FIR-002013,co-accused
ACC-03181,ACC-04311,1,FIR-002013,co-accused
ACC-03628,ACC-04311,1,FIR-002013,co-accused
ACC-00693,ACC-00855,1,FIR-002019,co-accused
ACC-00693,ACC-02837,1,FIR-002019,co-accused
ACC-00855,ACC-02837,1,FIR-002019,co-accused
ACC-02982,ACC-03101,1,FIR-002020,co-accused
ACC-02982,ACC-04409,1,FIR-002020,co-accused
ACC-03101,ACC-04409,1,FIR-002020,co-accused
ACC-02353,ACC-03901,1,FIR-002021,co-accused
ACC-03554,ACC-03573,1,FIR-002025,co-accused
ACC-01890,ACC-02120,1,FIR-002029,co-accused
ACC-03409,ACC-03628,1,FIR-002032,co-accused
ACC-02188,ACC-02546,1,FIR-002035,co-accused
ACC-02391,ACC-04135,1,FIR-002037,co-accused
ACC-01233,ACC-01465,1,FIR-002039,co-accused
ACC-03078,ACC-03087,1,FIR-002042,co-accused
ACC-02441,ACC-02743,1,FIR-002044,co-accused
ACC-02441,ACC-03462,1,FIR-002044,co-accused
ACC-02743,ACC-03462,1,FIR-002044,co-accused
ACC-00590,ACC-03763,1,FIR-002045,co-accused
ACC-02075,ACC-03803,1,FIR-002046,co-accused
ACC-00524,ACC-04459,1,FIR-002068,co-accused
ACC-00838,ACC-02441,1,FIR-002073,co-accused
ACC-00838,ACC-02912,1,FIR-002073,co-accused
ACC-02441,ACC-02912,1,FIR-002073,co-accused
ACC-01401,ACC-01667,1,FIR-002075,co-accused
ACC-03044,ACC-03199,1,FIR-002078,co-accused
ACC-01114,ACC-03805,1,FIR-002079,co-accused
ACC-00360,ACC-04156,1,FIR-002086,co-accused
ACC-01196,ACC-03901,1,FIR-002091,co-accused
ACC-01196,ACC-04311,1,FIR-002091,co-accused
ACC-03901,ACC-04311,1,FIR-002091,co-accused
ACC-01454,ACC-02934,1,FIR-002093,co-accused
ACC-03513,ACC-04177,1,FIR-002094,co-accused
ACC-01465,ACC-02934,1,FIR-002098,co-accused
ACC-01465,ACC-04359,1,FIR-002098,co-accused
ACC-02934,ACC-04359,1,FIR-002098,co-accused
ACC-01296,ACC-02026,1,FIR-002103,co-accused
ACC-01296,ACC-02401,1,FIR-002103,co-accused
ACC-02026,ACC-02401,1,FIR-002103,co-accused
ACC-01255,ACC-02973,1,FIR-002105,co-accused
ACC-01978,ACC-02758,1,FIR-002109,co-accused
ACC-02392,ACC-04034,1,FIR-002111,co-accused
ACC-00401,ACC-00755,1,FIR-002112,co-accused
ACC-02053,ACC-02395,1,FIR-002113,co-accused
ACC-00123,ACC-04376,1,FIR-002114,co-accused
ACC-02165,ACC-03075,1,FIR-002115,co-accused
ACC-00289,ACC-01304,1,FIR-002116,co-accused
ACC-00892,ACC-03458,1,FIR-002117,co-accused
ACC-00304,ACC-01011,1,FIR-002118,co-accused
ACC-01560,ACC-02397,1,FIR-002119,co-accused
ACC-00259,ACC-00322,1,FIR-002121,co-accused
ACC-02973,ACC-03363,1,FIR-002123,co-accused
ACC-03938,ACC-04095,1,FIR-002126,co-accused
ACC-03174,ACC-03914,1,FIR-002129,co-accused
ACC-00690,ACC-02287,1,FIR-002132,co-accused
ACC-00690,ACC-03663,1,FIR-002132,co-accused
ACC-02287,ACC-03663,1,FIR-002132,co-accused
ACC-00154,ACC-00867,1,FIR-002139,co-accused
ACC-00154,ACC-02140,1,FIR-002139,co-accused
ACC-00867,ACC-02140,1,FIR-002139,co-accused
ACC-03833,ACC-04295,1,FIR-002142,co-accused
ACC-00004,ACC-03080,1,FIR-002150,co-accused
ACC-00761,ACC-03234,1,FIR-002154,co-accused
ACC-01138,ACC-02019,1,FIR-002156,co-accused
ACC-00761,ACC-04168,1,FIR-002157,co-accused
ACC-00154,ACC-01878,1,FIR-002159,co-accused
ACC-02590,ACC-03528,1,FIR-002164,co-accused
ACC-03029,ACC-03073,1,FIR-002165,co-accused
ACC-00746,ACC-01503,1,FIR-002167,co-accused
ACC-00746,ACC-02165,1,FIR-002167,co-accused
ACC-01503,ACC-02165,1,FIR-002167,co-accused
ACC-00322,ACC-03871,1,FIR-002170,co-accused
ACC-00755,ACC-00802,1,FIR-002172,co-accused
ACC-00909,ACC-02311,1,FIR-002173,co-accused
ACC-01503,ACC-01889,1,FIR-002177,co-accused
ACC-00014,ACC-00185,1,FIR-002178,co-accused
ACC-00248,ACC-04118,1,FIR-002183,co-accused
ACC-02392,ACC-04077,1,FIR-002185,co-accused
ACC-00583,ACC-04355,1,FIR-002186,co-accused
ACC-01631,ACC-04075,1,FIR-002195,co-accused
ACC-01967,ACC-04070,1,FIR-002196,co-accused
ACC-02321,ACC-02823,1,FIR-002198,co-accused
ACC-02321,ACC-03971,1,FIR-002198,co-accused
ACC-02823,ACC-03971,1,FIR-002198,co-accused
ACC-01828,ACC-02365,1,FIR-002199,co-accused
ACC-02637,ACC-02813,1,FIR-002202,co-accused
ACC-02637,ACC-03645,1,FIR-002202,co-accused
ACC-02813,ACC-03645,1,FIR-002202,co-accused
ACC-01705,ACC-03354,1,FIR-002204,co-accused
ACC-00016,ACC-00725,1,FIR-002205,co-accused
ACC-00016,ACC-01022,1,FIR-002205,co-accused
ACC-00725,ACC-01022,1,FIR-002205,co-accused
ACC-02913,ACC-03067,1,FIR-002206,co-accused
ACC-00016,ACC-01368,1,FIR-002212,co-accused
ACC-02650,ACC-03615,1,FIR-002215,co-accused
ACC-01274,ACC-01540,1,FIR-002216,co-accused
ACC-02874,ACC-02959,1,FIR-002219,co-accused
ACC-03411,ACC-04358,1,FIR-002225,co-accused
ACC-00047,ACC-00685,1,FIR-002226,co-accused
ACC-01162,ACC-04382,1,FIR-002231,co-accused
ACC-02712,ACC-04358,1,FIR-002233,co-accused
ACC-02365,ACC-03247,1,FIR-002236,co-accused
ACC-03756,ACC-03995,1,FIR-002240,co-accused
ACC-01065,ACC-03315,1,FIR-002241,co-accused
ACC-01065,ACC-03995,1,FIR-002241,co-accused
ACC-03315,ACC-03995,1,FIR-002241,co-accused
ACC-01604,ACC-03772,1,FIR-002242,co-accused
ACC-00964,ACC-02292,1,FIR-002245,co-accused
ACC-00904,ACC-02874,1,FIR-002250,co-accused
ACC-00964,ACC-02769,1,FIR-002257,co-accused
ACC-00964,ACC-03067,1,FIR-002257,co-accused
ACC-02769,ACC-03067,1,FIR-002257,co-accused
ACC-01065,ACC-01449,1,FIR-002258,co-accused
ACC-02349,ACC-03693,1,FIR-002261,co-accused
ACC-00452,ACC-00685,1,FIR-002263,co-accused
ACC-01421,ACC-01590,1,FIR-002266,co-accused
ACC-01421,ACC-02650,1,FIR-002266,co-accused
ACC-01590,ACC-02650,1,FIR-002266,co-accused
ACC-00031,ACC-01266,1,FIR-002273,co-accused
ACC-00031,ACC-02104,1,FIR-002273,co-accused
ACC-01266,ACC-02104,1,FIR-002273,co-accused
ACC-01060,ACC-03744,1,FIR-002277,co-accused
ACC-01675,ACC-03079,1,FIR-002278,co-accused
ACC-01882,ACC-03255,1,FIR-002279,co-accused
ACC-01882,ACC-03384,1,FIR-002279,co-accused
ACC-03255,ACC-03384,1,FIR-002279,co-accused
ACC-01910,ACC-02687,1,FIR-002281,co-accused
ACC-02147,ACC-02983,1,FIR-002282,co-accused
ACC-01177,ACC-02513,1,FIR-002285,co-accused
ACC-00644,ACC-04167,1,FIR-002286,co-accused
ACC-00644,ACC-04205,1,FIR-002286,co-accused
ACC-04167,ACC-04205,1,FIR-002286,co-accused
ACC-00380,ACC-01168,1,FIR-002288,co-accused
ACC-01520,ACC-02606,1,FIR-002289,co-accused
ACC-02686,ACC-03427,1,FIR-002292,co-accused
ACC-02686,ACC-03680,1,FIR-002292,co-accused
ACC-03427,ACC-03680,1,FIR-002292,co-accused
ACC-00792,ACC-03113,1,FIR-002293,co-accused
ACC-00667,ACC-02549,1,FIR-002295,co-accused
ACC-01869,ACC-01988,1,FIR-002301,co-accused
ACC-01377,ACC-02937,1,FIR-002304,co-accused
ACC-01262,ACC-02623,1,FIR-002305,co-accused
ACC-01262,ACC-03303,1,FIR-002305,co-accused
ACC-02623,ACC-03303,1,FIR-002305,co-accused
ACC-00912,ACC-02606,1,FIR-002306,co-accused
ACC-01265,ACC-03120,1,FIR-002308,co-accused
ACC-00936,ACC-03427,1,FIR-002314,co-accused
ACC-00764,ACC-02992,1,FIR-002316,co-accused
ACC-00667,ACC-02346,1,FIR-002321,co-accused
ACC-00667,ACC-03079,1,FIR-002321,co-accused
ACC-02346,ACC-03079,1,FIR-002321,co-accused
ACC-02536,ACC-03333,1,FIR-002322,co-accused
ACC-00508,ACC-03303,1,FIR-002324,co-accused
ACC-00508,ACC-03365,1,FIR-002324,co-accused
ACC-03303,ACC-03365,1,FIR-002324,co-accused
ACC-00242,ACC-00534,1,FIR-002326,co-accused
ACC-01552,ACC-01798,1,FIR-002328,co-accused
ACC-01552,ACC-02452,1,FIR-002328,co-accused
ACC-01798,ACC-02452,1,FIR-002328,co-accused
ACC-00875,ACC-04199,1,FIR-002329,co-accused
ACC-00742,ACC-02006,1,FIR-002334,co-accused
ACC-03721,ACC-04167,1,FIR-002337,co-accused
ACC-01707,ACC-04265,1,FIR-002342,co-accused
ACC-01882,ACC-04207,1,FIR-002343,co-accused
ACC-03153,ACC-04374,1,FIR-002344,co-accused
ACC-01869,ACC-02423,1,FIR-002349,co-accused
ACC-01869,ACC-03566,1,FIR-002349,co-accused
ACC-02423,ACC-03566,1,FIR-002349,co-accused
ACC-02675,ACC-02763,1,FIR-002350,co-accused
ACC-00031,ACC-04013,1,FIR-002351,co-accused
ACC-01807,ACC-02891,1,FIR-002358,co-accused
ACC-02891,ACC-03233,1,FIR-002360,co-accused
ACC-01072,ACC-02602,1,FIR-002361,co-accused
ACC-01072,ACC-03042,1,FIR-002361,co-accused
ACC-02602,ACC-03042,1,FIR-002361,co-accused
ACC-00181,ACC-04123,1,FIR-002364,co-accused
ACC-04333,ACC-04340,1,FIR-002370,co-accused
ACC-00365,ACC-02226,1,FIR-002371,co-accused
ACC-00044,ACC-02494,1,FIR-002372,co-accused
ACC-02922,ACC-04089,1,FIR-002378,co-accused
ACC-02581,ACC-02742,1,FIR-002384,co-accused
ACC-03882,ACC-03948,1,FIR-002386,co-accused
ACC-02255,ACC-02527,1,FIR-002393,co-accused
ACC-00365,ACC-02975,1,FIR-002394,co-accused
ACC-00365,ACC-04010,1,FIR-002394,co-accused
ACC-02975,ACC-04010,1,FIR-002394,co-accused
ACC-01444,ACC-02461,1,FIR-002398,co-accused
ACC-01276,ACC-01674,1,FIR-002399,co-accused
ACC-01276,ACC-02881,1,FIR-002399,co-accused
ACC-01674,ACC-02881,1,FIR-002399,co-accused
ACC-01343,ACC-03518,1,FIR-002401,co-accused
ACC-04340,ACC-04439,1,FIR-002403,co-accused
ACC-02343,ACC-02759,1,FIR-002408,co-accused
ACC-01754,ACC-01874,1,FIR-002415,co-accused
ACC-00044,ACC-02484,1,FIR-002416,co-accused
ACC-01166,ACC-04027,1,FIR-002418,co-accused
ACC-02106,ACC-02881,1,FIR-002425,co-accused
ACC-03743,ACC-04119,1,FIR-002427,co-accused
ACC-01282,ACC-02118,1,FIR-002429,co-accused
ACC-01282,ACC-02254,1,FIR-002429,co-accused
ACC-02118,ACC-02254,1,FIR-002429,co-accused
ACC-01343,ACC-03430,1,FIR-002430,co-accused
ACC-01354,ACC-02542,1,FIR-002431,co-accused
ACC-03454,ACC-03866,1,FIR-002432,co-accused
ACC-03583,ACC-03858,1,FIR-002435,co-accused
ACC-01474,ACC-01890,1,FIR-002436,co-accused
ACC-02382,ACC-04089,1,FIR-002438,co-accused
ACC-02975,ACC-03007,1,FIR-002440,co-accused
ACC-02214,ACC-04211,1,FIR-002441,co-accused
ACC-01157,ACC-02877,1,FIR-002443,co-accused
ACC-01157,ACC-03313,1,FIR-002443,co-accused
ACC-02877,ACC-03313,1,FIR-002443,co-accused
ACC-03135,ACC-03447,1,FIR-002446,co-accused
ACC-00423,ACC-01710,1,FIR-002448,co-accused
ACC-00423,ACC-04334,1,FIR-002448,co-accused
ACC-01710,ACC-04334,1,FIR-002448,co-accused
ACC-03121,ACC-03344,1,FIR-002453,co-accused
ACC-00171,ACC-00587,1,FIR-002457,co-accused
ACC-00171,ACC-03135,1,FIR-002457,co-accused
ACC-00587,ACC-03135,1,FIR-002457,co-accused
ACC-00443,ACC-00479,1,FIR-002460,co-accused
ACC-00062,ACC-01806,1,FIR-002467,co-accused
ACC-00062,ACC-02766,1,FIR-002467,co-accused
ACC-01806,ACC-02766,1,FIR-002467,co-accused
ACC-00418,ACC-03724,1,FIR-002468,co-accused
ACC-01157,ACC-04294,1,FIR-002474,co-accused
ACC-02994,ACC-04457,1,FIR-002476,co-accused
ACC-01109,ACC-03663,1,FIR-002477,co-accused
ACC-00171,ACC-01741,1,FIR-002480,co-accused
ACC-02271,ACC-03313,1,FIR-002481,co-accused
ACC-01594,ACC-02823,1,FIR-002482,co-accused
ACC-00109,ACC-00775,1,FIR-002484,co-accused
ACC-00109,ACC-01958,1,FIR-002484,co-accused
ACC-00775,ACC-01958,1,FIR-002484,co-accused
ACC-03293,ACC-04372,1,FIR-002485,co-accused
ACC-04252,ACC-04430,1,FIR-002488,co-accused
ACC-03031,ACC-03988,1,FIR-002498,co-accused
