accused_id,vehicle_id,ownership_type,link_fir_id
ACC-01100,VEH-01298,registered,FIR-003345
ACC-03790,VEH-00138,registered,FIR-001591
ACC-04372,VEH-00449,registered,FIR-000502
ACC-01076,VEH-01094,used,FIR-002815
ACC-02035,VEH-00385,used,FIR-002564
ACC-02747,VEH-01018,registered,FIR-000198
ACC-01606,VEH-01295,registered,FIR-003528
ACC-02517,VEH-00831,registered,FIR-002862
ACC-02760,VEH-01076,registered,FIR-003294
ACC-03635,VEH-00450,used,FIR-000973
ACC-00391,VEH-00065,registered,FIR-001695
ACC-00514,VEH-01257,used,FIR-003496
ACC-03604,VEH-00640,registered,FIR-000673
ACC-04110,VEH-00070,registered,FIR-001056
ACC-02457,VEH-01166,registered,FIR-003653
ACC-02819,VEH-00162,used,FIR-002847
ACC-02207,VEH-00932,used,FIR-001328
ACC-00482,VEH-01139,used,FIR-003408
ACC-00522,VEH-00973,used,FIR-002871
ACC-02926,VEH-00599,registered,FIR-000432
ACC-02866,VEH-01002,used,FIR-002267
ACC-03953,VEH-00750,used,FIR-001000
ACC-03784,VEH-00418,registered,FIR-002671
ACC-03045,VEH-00077,registered,FIR-000776
ACC-00934,VEH-00597,registered,FIR-002618
ACC-00746,VEH-00737,used,FIR-002167
ACC-01756,VEH-01270,registered,FIR-002688
ACC-01211,VEH-00414,used,FIR-000071
ACC-00219,VEH-01021,registered,FIR-002544
ACC-01602,VEH-01216,registered,FIR-000228
ACC-00995,VEH-01014,used,FIR-001691
ACC-00520,VEH-01137,registered,FIR-002716
ACC-04371,VEH-00228,registered,FIR-001551
ACC-03226,VEH-00085,used,FIR-003645
ACC-03429,VEH-00176,registered,FIR-000762
ACC-02386,VEH-00473,registered,FIR-001036
ACC-03483,VEH-00821,registered,FIR-002874
ACC-04289,VEH-00709,registered,FIR-001778
ACC-02157,VEH-01135,registered,FIR-002934
ACC-02571,VEH-00451,used,FIR-000733
ACC-01763,VEH-00379,used,FIR-000598
ACC-03364,VEH-00956,registered,FIR-000548
ACC-03320,VEH-00058,registered,FIR-001903
ACC-02583,VEH-00263,registered,FIR-001219
ACC-04427,VEH-00261,registered,FIR-003407
ACC-02972,VEH-00288,registered,FIR-001510
ACC-04036,VEH-00978,registered,FIR-000534
ACC-03104,VEH-00862,registered,FIR-002018
ACC-03858,VEH-00910,used,FIR-002435
ACC-02228,VEH-00403,registered,FIR-001849
ACC-00503,VEH-00588,used,FIR-002591
ACC-02940,VEH-00735,registered,FIR-001394
ACC-02462,VEH-00548,used,FIR-000784
ACC-03509,VEH-01291,registered,FIR-003239
ACC-01780,VEH-00834,registered,FIR-000919
ACC-01000,VEH-00733,registered,FIR-001465
ACC-01992,VEH-01229,registered,FIR-002724
ACC-02052,VEH-01102,used,FIR-002962
ACC-01221,VEH-00544,used,FIR-001520
ACC-03265,VEH-00130,registered,FIR-001222
ACC-03956,VEH-00501,registered,FIR-002061
ACC-02989,VEH-00535,registered,FIR-003151
ACC-04283,VEH-00614,registered,FIR-003111
ACC-01723,VEH-01015,used,FIR-001716
ACC-04244,VEH-00657,used,FIR-000860
ACC-01481,VEH-01106,registered,FIR-002908
ACC-01307,VEH-00902,registered,FIR-000876
ACC-01962,VEH-01249,used,FIR-002633
ACC-04050,VEH-00707,registered,FIR-002742
ACC-03723,VEH-01292,registered,FIR-001138
ACC-01920,VEH-00424,registered,FIR-002274
ACC-03759,VEH-01096,registered,FIR-003566
ACC-00901,VEH-01179,registered,FIR-002973
ACC-02891,VEH-01238,registered,FIR-002358
ACC-03729,VEH-00953,used,FIR-000584
ACC-03785,VEH-00398,registered,FIR-002507
ACC-02430,VEH-00924,registered,FIR-001228
ACC-03705,VEH-00720,used,FIR-003155
ACC-00099,VEH-00397,registered,FIR-001123
ACC-01033,VEH-00005,registered,FIR-002959
ACC-03251,VEH-00489,registered,FIR-000382
ACC-04315,VEH-01119,registered,FIR-001372
ACC-01073,VEH-01041,registered,FIR-001928
ACC-03231,VEH-01211,used,FIR-003501
ACC-01543,VEH-01285,used,FIR-003325
ACC-03830,VEH-00027,used,FIR-003332
ACC-03103,VEH-01256,used,FIR-000597
ACC-00190,VEH-00045,registered,FIR-003335
ACC-00635,VEH-01192,registered,FIR-000994
ACC-02134,VEH-00203,used,FIR-001427
ACC-00811,VEH-01013,used,FIR-000355
ACC-03835,VEH-00683,registered,FIR-000878
ACC-01096,VEH-01004,registered,FIR-000422
ACC-03165,VEH-00373,used,FIR-002099
ACC-00872,VEH-01066,registered,FIR-001942
ACC-04169,VEH-00983,registered,FIR-002303
ACC-00788,VEH-00265,registered,FIR-001243
ACC-02299,VEH-00063,registered,FIR-000368
ACC-03951,VEH-00008,used,FIR-000831
ACC-02352,VEH-00954,registered,FIR-003606
ACC-03084,VEH-00284,registered,FIR-000470
ACC-00619,VEH-01064,registered,FIR-002561
ACC-02424,VEH-00232,registered,FIR-000952
ACC-01925,VEH-01148,registered,FIR-003503
ACC-03131,VEH-00748,registered,FIR-003605
ACC-03821,VEH-00738,registered,FIR-002332
ACC-03028,VEH-00893,used,FIR-000222
ACC-03939,VEH-00430,registered,FIR-000432
ACC-00552,VEH-00463,registered,FIR-003383
ACC-00829,VEH-00605,used,FIR-000805
ACC-02185,VEH-01114,used,FIR-003303
ACC-03328,VEH-01068,registered,FIR-002891
ACC-02968,VEH-00017,used,FIR-000901
ACC-02948,VEH-01048,registered,FIR-000511
ACC-00367,VEH-01110,registered,FIR-001163
ACC-00025,VEH-00227,registered,FIR-002348
ACC-02637,VEH-01207,registered,FIR-002202
ACC-03771,VEH-00577,used,FIR-002062
ACC-01730,VEH-00336,registered,FIR-001373
ACC-00185,VEH-00151,registered,FIR-001442
ACC-01667,VEH-00304,registered,FIR-002075
ACC-02217,VEH-01277,registered,FIR-000230
ACC-04070,VEH-01163,used,FIR-002196
ACC-03056,VEH-00546,registered,FIR-002991
ACC-01609,VEH-00476,registered,FIR-002737
ACC-02203,VEH-00581,registered,FIR-000581
ACC-00583,VEH-00391,registered,FIR-002186
ACC-03245,VEH-00317,used,FIR-003671
ACC-03274,VEH-00303,registered,FIR-001660
ACC-00095,VEH-01157,registered,FIR-002652
ACC-02908,VEH-00281,used,FIR-000872
ACC-02115,VEH-00022,registered,FIR-003446
ACC-03512,VEH-00944,used,FIR-000704
ACC-04288,VEH-00756,registered,FIR-000535
ACC-00647,VEH-00309,registered,FIR-002792
ACC-00764,VEH-00758,used,FIR-000962
ACC-00805,VEH-01147,registered,FIR-003438
ACC-01933,VEH-00645,used,FIR-002884
ACC-00247,VEH-01266,registered,FIR-002811
ACC-01290,VEH-00177,used,FIR-003125
ACC-02552,VEH-01080,registered,FIR-001661
ACC-01672,VEH-00306,registered,FIR-001934
ACC-01473,VEH-00714,registered,FIR-001438
ACC-03534,VEH-00081,registered,FIR-002608
ACC-00270,VEH-00722,registered,FIR-001717
ACC-01798,VEH-00863,registered,FIR-000819
ACC-02443,VEH-00221,registered,FIR-000554
ACC-01285,VEH-01299,used,FIR-003007
ACC-01454,VEH-00169,registered,FIR-002093
ACC-01039,VEH-00941,used,FIR-000790
ACC-00761,VEH-00190,used,FIR-002154
ACC-04081,VEH-00032,registered,FIR-001650
ACC-01327,VEH-00838,registered,FIR-003275
ACC-02602,VEH-00643,registered,FIR-001373
ACC-03779,VEH-00002,used,FIR-001181
ACC-00468,VEH-00987,registered,FIR-001581
ACC-03586,VEH-00486,registered,FIR-000583
ACC-02058,VEH-00262,used,FIR-000238
ACC-00680,VEH-00734,registered,FIR-001602
ACC-02335,VEH-00760,registered,FIR-003499
ACC-02247,VEH-00782,used,FIR-000737
ACC-04239,VEH-00664,used,FIR-002541
ACC-01524,VEH-01026,used,FIR-000478
ACC-03930,VEH-00091,used,FIR-002631
ACC-01496,VEH-00357,registered,FIR-001640
ACC-02708,VEH-00994,registered,FIR-000174
ACC-02911,VEH-00766,registered,FIR-001987
ACC-03594,VEH-00455,registered,FIR-000350
ACC-00874,VEH-00686,registered,FIR-000335
ACC-03356,VEH-01042,registered,FIR-003257
ACC-04397,VEH-00315,registered,FIR-001773
ACC-03389,VEH-01247,registered,FIR-002828
ACC-00640,VEH-00545,registered,FIR-000883
ACC-04118,VEH-00204,registered,FIR-002183
ACC-01332,VEH-00631,registered,FIR-003413
ACC-03174,VEH-00972,used,FIR-002129
ACC-00744,VEH-00559,used,FIR-002379
ACC-04327,VEH-00092,used,FIR-003194
ACC-02825,VEH-00471,registered,FIR-000929
ACC-01078,VEH-00810,registered,FIR-000951
ACC-03934,VEH-00703,registered,FIR-003476
ACC-00918,VEH-00790,used,FIR-000610
ACC-02971,VEH-00525,registered,FIR-001667
ACC-00692,VEH-01287,registered,FIR-003696
ACC-01621,VEH-01199,registered,FIR-003056
ACC-02461,VEH-00570,registered,FIR-001006
ACC-01878,VEH-00569,used,FIR-002159
ACC-03035,VEH-00649,registered,FIR-001425
ACC-01074,VEH-00542,used,FIR-002092
ACC-00149,VEH-00475,registered,FIR-001557
ACC-03950,VEH-00185,registered,FIR-002851
ACC-02255,VEH-00598,registered,FIR-002393
ACC-01643,VEH-00575,registered,FIR-001201
ACC-01284,VEH-00963,used,FIR-000386
ACC-04334,VEH-00098,registered,FIR-002448
ACC-00956,VEH-00464,registered,FIR-001807
ACC-02927,VEH-01193,registered,FIR-002179
ACC-00774,VEH-01128,used,FIR-003253
ACC-00161,VEH-00405,registered,FIR-000811
ACC-00347,VEH-01140,registered,FIR-001528
ACC-04189,VEH-01212,registered,FIR-001077
ACC-02458,VEH-00508,registered,FIR-000220
ACC-03949,VEH-00409,registered,FIR-002816
ACC-02012,VEH-00892,registered,FIR-002009
ACC-03503,VEH-01230,registered,FIR-001519
ACC-00128,VEH-00234,registered,FIR-002594
ACC-02852,VEH-00440,registered,FIR-003708
ACC-01936,VEH-00345,registered,FIR-000066
ACC-00157,VEH-00970,registered,FIR-003471
ACC-02832,VEH-01243,registered,FIR-003180
ACC-01214,VEH-01155,registered,FIR-002595
ACC-03302,VEH-00117,registered,FIR-000152
ACC-03979,VEH-00551,registered,FIR-000911
ACC-00050,VEH-00050,used,FIR-000579
ACC-01239,VEH-00278,registered,FIR-000874
ACC-03576,VEH-00804,registered,FIR-001638
ACC-00569,VEH-00100,registered,FIR-002982
ACC-04344,VEH-01089,used,FIR-002800
ACC-02745,VEH-00875,registered,FIR-003582
ACC-00454,VEH-00523,registered,FIR-000834
ACC-00840,VEH-00167,registered,FIR-000765
ACC-01615,VEH-00522,registered,FIR-002784
ACC-04318,VEH-00407,registered,FIR-002628
ACC-04203,VEH-01010,registered,FIR-001848
ACC-02028,VEH-00805,used,FIR-003420
ACC-02674,VEH-00650,used,FIR-002575
ACC-00224,VEH-00346,registered,FIR-003214
ACC-00833,VEH-00256,registered,FIR-000183
ACC-01143,VEH-00380,registered,FIR-000600
ACC-03355,VEH-00764,registered,FIR-003292
ACC-03644,VEH-01085,registered,FIR-000964
ACC-04330,VEH-00196,registered,FIR-002055
ACC-02223,VEH-00135,registered,FIR-000678
ACC-00331,VEH-00047,registered,FIR-002771
ACC-01534,VEH-00394,registered,FIR-003056
ACC-03985,VEH-00293,registered,FIR-003151
ACC-03592,VEH-00097,registered,FIR-000274
ACC-03904,VEH-00055,used,FIR-002764
ACC-02032,VEH-01237,used,FIR-000378
ACC-00186,VEH-01222,used,FIR-003620
ACC-03563,VEH-01267,registered,FIR-003271
ACC-02492,VEH-01224,registered,FIR-001737
ACC-01346,VEH-01133,registered,FIR-000524
ACC-00403,VEH-00565,used,FIR-001008
ACC-02757,VEH-01132,registered,FIR-002905
ACC-02231,VEH-00860,used,FIR-002861
ACC-02118,VEH-00124,registered,FIR-002429
ACC-03406,VEH-00920,registered,FIR-003337
ACC-02089,VEH-01030,registered,FIR-003570
ACC-02408,VEH-00883,registered,FIR-000444
ACC-02377,VEH-01012,registered,FIR-000190
ACC-02804,VEH-00878,registered,FIR-002455
ACC-01729,VEH-00880,registered,FIR-001526
ACC-01409,VEH-00791,registered,FIR-001083
ACC-02559,VEH-00534,registered,FIR-003380
ACC-01555,VEH-00347,registered,FIR-000200
ACC-02870,VEH-01060,registered,FIR-001487
ACC-00262,VEH-00665,registered,FIR-000932
ACC-00188,VEH-00619,registered,FIR-001291
ACC-02120,VEH-00853,registered,FIR-002029
ACC-04115,VEH-01209,registered,FIR-002533
ACC-04321,VEH-00909,registered,FIR-003117
ACC-03101,VEH-00918,registered,FIR-002020
ACC-03486,VEH-00934,registered,FIR-003414
ACC-00354,VEH-00103,registered,FIR-002437
ACC-02616,VEH-00812,registered,FIR-000695
ACC-03959,VEH-00061,registered,FIR-002912
ACC-02106,VEH-00635,registered,FIR-002425
ACC-00871,VEH-00702,registered,FIR-001744
ACC-02777,VEH-00175,registered,FIR-001498
ACC-01081,VEH-00195,registered,FIR-001947
ACC-02960,VEH-00929,registered,FIR-002863
ACC-01062,VEH-01145,registered,FIR-002777
ACC-04211,VEH-00491,registered,FIR-002441
ACC-00900,VEH-01071,registered,FIR-000998
ACC-03379,VEH-01131,registered,FIR-003022
ACC-00339,VEH-00513,registered,FIR-003102
ACC-02269,VEH-00843,registered,FIR-003274
ACC-01397,VEH-01195,used,FIR-001462
ACC-04196,VEH-00445,registered,FIR-001561
ACC-03443,VEH-00732,registered,FIR-000223
ACC-03110,VEH-01202,registered,FIR-000638
ACC-00429,VEH-00795,registered,FIR-001991
ACC-00531,VEH-00807,used,FIR-001940
ACC-03402,VEH-01061,registered,FIR-000138
ACC-02680,VEH-00422,registered,FIR-000091
ACC-03675,VEH-00122,registered,FIR-000260
ACC-00176,VEH-01297,registered,FIR-002953
ACC-03693,VEH-00076,registered,FIR-001287
ACC-00269,VEH-00530,used,FIR-001534
ACC-04148,VEH-00505,used,FIR-000803
ACC-02194,VEH-01098,used,FIR-000126
ACC-02570,VEH-00240,registered,FIR-003035
ACC-01506,VEH-00442,registered,FIR-001823
ACC-00475,VEH-00822,used,FIR-001128
ACC-03861,VEH-01178,registered,FIR-001966
ACC-03281,VEH-00359,used,FIR-003435
ACC-01227,VEH-00540,registered,FIR-000585
ACC-03014,VEH-00216,registered,FIR-001431
ACC-00848,VEH-00547,registered,FIR-001314
ACC-02446,VEH-01016,registered,FIR-000732
ACC-02754,VEH-00899,registered,FIR-003250
ACC-02736,VEH-00369,registered,FIR-000877
ACC-03447,VEH-00132,registered,FIR-002446
ACC-01988,VEH-00335,registered,FIR-002301
ACC-02187,VEH-01187,registered,FIR-002778
ACC-00819,VEH-00126,registered,FIR-000438
ACC-02973,VEH-00275,registered,FIR-002105
ACC-02264,VEH-00616,registered,FIR-000086
ACC-00299,VEH-01235,registered,FIR-001745
ACC-00470,VEH-00747,registered,FIR-003565
ACC-03116,VEH-00874,registered,FIR-001493
ACC-03279,VEH-00425,registered,FIR-000259
ACC-03180,VEH-00180,registered,FIR-001711
ACC-04052,VEH-01057,used,FIR-000758
ACC-00078,VEH-00950,registered,FIR-002843
ACC-01083,VEH-00421,registered,FIR-001604
ACC-00506,VEH-00488,registered,FIR-003309
ACC-04078,VEH-00249,registered,FIR-001513
ACC-00066,VEH-00039,registered,FIR-000655
ACC-04302,VEH-00079,registered,FIR-000461
ACC-00972,VEH-01176,registered,FIR-000953
ACC-04000,VEH-00681,used,FIR-003409
ACC-02622,VEH-00730,registered,FIR-000925
ACC-00854,VEH-00495,registered,FIR-000833
ACC-03997,VEH-00328,used,FIR-001756
ACC-02751,VEH-00754,registered,FIR-001686
ACC-01658,VEH-00922,registered,FIR-003590
ACC-02677,VEH-00015,used,FIR-000752
ACC-03960,VEH-00502,registered,FIR-002166
ACC-04370,VEH-00201,registered,FIR-002983
ACC-02183,VEH-00107,registered,FIR-002557
ACC-00540,VEH-00519,registered,FIR-001521
ACC-00251,VEH-00247,registered,FIR-003585
ACC-00982,VEH-00136,used,FIR-003075
ACC-02782,VEH-00239,registered,FIR-002682
ACC-01636,VEH-00439,registered,FIR-002760
ACC-00853,VEH-00668,registered,FIR-001062
ACC-03259,VEH-00671,registered,FIR-001161
ACC-04073,VEH-00913,registered,FIR-003246
ACC-04308,VEH-00968,registered,FIR-003043
ACC-01001,VEH-00118,registered,FIR-000282
ACC-01592,VEH-00885,registered,FIR-002074
ACC-01670,VEH-00339,registered,FIR-001923
ACC-01105,VEH-00786,registered,FIR-000636
ACC-03420,VEH-00539,used,FIR-000439
ACC-03439,VEH-00759,registered,FIR-001540
ACC-01494,VEH-01079,registered,FIR-001242
ACC-04454,VEH-01171,used,FIR-002954
ACC-02463,VEH-00851,registered,FIR-002793
ACC-04280,VEH-00280,registered,FIR-001176
ACC-02007,VEH-00184,registered,FIR-003720
ACC-01171,VEH-00829,registered,FIR-001944
ACC-01425,VEH-01261,registered,FIR-001857
ACC-00200,VEH-00985,registered,FIR-002888
ACC-00641,VEH-00701,used,FIR-001999
ACC-03819,VEH-01003,used,FIR-003069
ACC-00532,VEH-00219,used,FIR-003500
ACC-04262,VEH-00607,registered,FIR-000088
ACC-02633,VEH-00387,used,FIR-003558
ACC-01586,VEH-01150,registered,FIR-002168
ACC-04191,VEH-01143,used,FIR-002530
ACC-02827,VEH-01113,registered,FIR-002346
ACC-03924,VEH-00803,registered,FIR-001959
ACC-03970,VEH-01172,used,FIR-002439
ACC-02190,VEH-00115,registered,FIR-003199
ACC-02291,VEH-00949,registered,FIR-001033
ACC-00151,VEH-00781,registered,FIR-001755
ACC-03987,VEH-00271,registered,FIR-002694
ACC-03643,VEH-00666,registered,FIR-000532
ACC-00203,VEH-00975,registered,FIR-000139
ACC-00448,VEH-01204,registered,FIR-001899
ACC-01025,VEH-01268,registered,FIR-002413
ACC-01011,VEH-01253,registered,FIR-001564
ACC-02579,VEH-00013,registered,FIR-002107
ACC-00594,VEH-00341,registered,FIR-003151
ACC-03185,VEH-00199,registered,FIR-000275
ACC-00119,VEH-00904,registered,FIR-001248
ACC-02899,VEH-00350,registered,FIR-003437
ACC-01866,VEH-00490,used,FIR-003026
ACC-02184,VEH-01175,used,FIR-003247
ACC-02767,VEH-00579,registered,FIR-000709
ACC-03271,VEH-00109,registered,FIR-001217
ACC-01977,VEH-00696,registered,FIR-000044
ACC-01281,VEH-00573,registered,FIR-003702
ACC-02842,VEH-00931,registered,FIR-002701
ACC-01812,VEH-01198,registered,FIR-000851
ACC-03944,VEH-00692,registered,FIR-002812
ACC-00317,VEH-00044,registered,FIR-001448
ACC-03591,VEH-00400,registered,FIR-002609
ACC-02450,VEH-00511,registered,FIR-001249
ACC-03760,VEH-00841,registered,FIR-001333
ACC-00361,VEH-01290,registered,FIR-003467
ACC-02128,VEH-00155,registered,FIR-001066
ACC-02872,VEH-00238,used,FIR-000370
ACC-00574,VEH-00173,registered,FIR-000928
ACC-03239,VEH-00594,registered,FIR-002568
ACC-04028,VEH-01104,registered,FIR-001475
ACC-02199,VEH-00448,registered,FIR-001833
ACC-01819,VEH-00487,registered,FIR-003619
ACC-04160,VEH-00557,used,FIR-003320
ACC-02284,VEH-01210,registered,FIR-000543
ACC-04023,VEH-00021,registered,FIR-003588
ACC-02815,VEH-00427,registered,FIR-000710
ACC-02116,VEH-00129,registered,FIR-003583
ACC-02816,VEH-00163,registered,FIR-003534
ACC-01435,VEH-01213,registered,FIR-001620
ACC-02454,VEH-00355,used,FIR-000703
ACC-02535,VEH-00104,used,FIR-001240
ACC-03826,VEH-00290,registered,FIR-003318
ACC-00529,VEH-01097,used,FIR-002616
ACC-02296,VEH-01036,registered,FIR-001622
ACC-02024,VEH-01180,registered,FIR-000026
ACC-00436,VEH-00612,registered,FIR-003503
ACC-04387,VEH-00634,registered,FIR-001150
ACC-02854,VEH-00133,registered,FIR-001284
ACC-02924,VEH-00783,registered,FIR-003209
ACC-03086,VEH-00048,registered,FIR-000235
ACC-02490,VEH-00318,registered,FIR-002319
ACC-04222,VEH-00826,registered,FIR-003477
ACC-00945,VEH-00049,used,FIR-000630
ACC-03907,VEH-00406,registered,FIR-000547
ACC-00537,VEH-00555,registered,FIR-003452
ACC-00688,VEH-01183,registered,FIR-003150
ACC-04357,VEH-00694,used,FIR-003484
ACC-04032,VEH-00772,registered,FIR-002067
ACC-03848,VEH-01043,registered,FIR-000694
ACC-02188,VEH-00533,registered,FIR-002035
ACC-01042,VEH-01294,used,FIR-002960
ACC-03988,VEH-00624,registered,FIR-002498
ACC-01126,VEH-00214,registered,FIR-000969
ACC-00100,VEH-00674,registered,FIR-002635
ACC-01134,VEH-00836,registered,FIR-003068
ACC-04294,VEH-00785,registered,FIR-002474
ACC-03517,VEH-00267,used,FIR-001553
ACC-04061,VEH-00374,registered,FIR-000620
ACC-00536,VEH-00601,registered,FIR-002903
ACC-01492,VEH-00016,registered,FIR-000475
ACC-00214,VEH-00802,registered,FIR-001610
ACC-01164,VEH-00504,registered,FIR-003248
ACC-00626,VEH-00321,registered,FIR-000224
ACC-00791,VEH-01093,registered,FIR-001875
ACC-03070,VEH-00897,registered,FIR-000842
ACC-00236,VEH-01217,registered,FIR-003398
ACC-03371,VEH-00959,registered,FIR-003510
ACC-00638,VEH-00900,registered,FIR-001782
ACC-03299,VEH-01167,used,FIR-001310
ACC-00060,VEH-00938,registered,FIR-003422
ACC-00645,VEH-00499,registered,FIR-003379
ACC-00353,VEH-00962,registered,FIR-000294
ACC-03679,VEH-01252,registered,FIR-003480
ACC-02563,VEH-00494,registered,FIR-000359
ACC-00671,VEH-00246,registered,FIR-001587
ACC-03001,VEH-00217,registered,FIR-003037
ACC-03358,VEH-00139,registered,FIR-000826
ACC-01280,VEH-00736,used,FIR-003266
ACC-04432,VEH-00460,used,FIR-002275
ACC-04348,VEH-01138,registered,FIR-001557
ACC-00015,VEH-01173,registered,FIR-002890
ACC-01973,VEH-00762,registered,FIR-003400
ACC-03542,VEH-00497,used,FIR-002997
ACC-00074,VEH-00420,registered,FIR-003293
ACC-00818,VEH-00094,used,FIR-001270
ACC-00285,VEH-01254,registered,FIR-002509
ACC-01770,VEH-00302,registered,FIR-001409
ACC-02671,VEH-01233,used,FIR-002056
ACC-01626,VEH-01234,registered,FIR-001237
ACC-00090,VEH-00073,registered,FIR-000023
ACC-04378,VEH-00316,registered,FIR-002180
ACC-03216,VEH-00286,used,FIR-000939
ACC-03908,VEH-00200,used,FIR-002022
ACC-03947,VEH-00677,used,FIR-000667
ACC-00192,VEH-00743,registered,FIR-002194
ACC-04202,VEH-01082,registered,FIR-002284
ACC-01652,VEH-00480,registered,FIR-000412
ACC-03046,VEH-00285,used,FIR-001761
ACC-04105,VEH-00051,registered,FIR-001790
ACC-01734,VEH-00436,registered,FIR-000101
ACC-03718,VEH-00961,registered,FIR-002653
ACC-01431,VEH-00282,registered,FIR-002835
ACC-02472,VEH-00101,registered,FIR-003504
ACC-03315,VEH-01168,registered,FIR-002241
ACC-01570,VEH-00161,registered,FIR-000105
ACC-00120,VEH-00146,registered,FIR-002508
ACC-00349,VEH-00989,registered,FIR-001313
ACC-00793,VEH-00585,registered,FIR-003419
ACC-02564,VEH-00456,registered,FIR-001275
ACC-04352,VEH-00113,registered,FIR-001120
ACC-00215,VEH-00392,used,FIR-000910
ACC-00211,VEH-00031,registered,FIR-001315
ACC-01521,VEH-00868,registered,FIR-002846
ACC-04001,VEH-00089,registered,FIR-000403
ACC-02715,VEH-00687,used,FIR-001635
ACC-03567,VEH-01034,registered,FIR-000602
ACC-02698,VEH-01121,registered,FIR-000278
ACC-01482,VEH-00095,used,FIR-002260
ACC-03844,VEH-01081,registered,FIR-003538
ACC-01603,VEH-00926,registered,FIR-001785
ACC-04048,VEH-00691,registered,FIR-001552
ACC-00839,VEH-00324,registered,FIR-003423
ACC-03664,VEH-00390,registered,FIR-003537
ACC-03998,VEH-00348,used,FIR-003208
ACC-01810,VEH-00755,used,FIR-002034
ACC-00423,VEH-00144,registered,FIR-002448
ACC-04254,VEH-00784,registered,FIR-000516
ACC-03454,VEH-00779,registered,FIR-002432
ACC-01719,VEH-00023,registered,FIR-002125
ACC-03341,VEH-00174,registered,FIR-001244
ACC-01316,VEH-00629,registered,FIR-002941
ACC-03376,VEH-00147,registered,FIR-000092
ACC-00013,VEH-00828,registered,FIR-002576
ACC-02609,VEH-01228,registered,FIR-001097
ACC-03611,VEH-01160,used,FIR-003294
ACC-03067,VEH-00939,used,FIR-002206
ACC-02215,VEH-01028,registered,FIR-002366
ACC-01476,VEH-00323,registered,FIR-001160
ACC-01461,VEH-00377,registered,FIR-002721
ACC-01599,VEH-01056,used,FIR-002520
ACC-03181,VEH-00858,registered,FIR-002013
ACC-01155,VEH-00060,registered,FIR-001037
ACC-04132,VEH-00816,registered,FIR-001792
ACC-01740,VEH-00308,registered,FIR-003226
ACC-02651,VEH-00669,registered,FIR-000808
ACC-04041,VEH-01189,registered,FIR-001439
ACC-03717,VEH-01116,registered,FIR-000083
ACC-00373,VEH-00428,used,FIR-003554
ACC-03142,VEH-00086,registered,FIR-002397
ACC-04031,VEH-00852,used,FIR-001674
ACC-03368,VEH-00253,used,FIR-003287
ACC-02170,VEH-00866,registered,FIR-002404
ACC-01681,VEH-00727,registered,FIR-001926
ACC-00612,VEH-00942,registered,FIR-000180
ACC-04281,VEH-01265,registered,FIR-000746
ACC-02510,VEH-01282,used,FIR-000119
ACC-03815,VEH-00721,registered,FIR-001922
ACC-00092,VEH-01107,registered,FIR-001457
ACC-02045,VEH-00193,registered,FIR-000817
ACC-01903,VEH-00580,used,FIR-000684
ACC-02555,VEH-00608,registered,FIR-002850
ACC-02086,VEH-00145,registered,FIR-002193
ACC-03156,VEH-00789,used,FIR-001111
ACC-02243,VEH-01161,registered,FIR-002565
ACC-04255,VEH-00248,registered,FIR-001419
ACC-02314,VEH-00992,registered,FIR-000513
ACC-01136,VEH-00855,registered,FIR-002965
ACC-00618,VEH-00351,registered,FIR-000145
ACC-00577,VEH-00003,registered,FIR-003550
ACC-04376,VEH-01259,registered,FIR-002114
ACC-01961,VEH-00194,used,FIR-002545
ACC-00182,VEH-00277,registered,FIR-001537
ACC-03459,VEH-01127,used,FIR-000668
ACC-03653,VEH-01149,registered,FIR-000487
ACC-01671,VEH-01000,registered,FIR-002526
ACC-01245,VEH-00272,registered,FIR-001078
ACC-04266,VEH-00452,registered,FIR-001329
ACC-01690,VEH-00423,registered,FIR-000865
ACC-01015,VEH-00477,registered,FIR-002072
ACC-01271,VEH-00183,used,FIR-001021
ACC-01149,VEH-00010,registered,FIR-001211
ACC-01682,VEH-00399,registered,FIR-000696
ACC-02675,VEH-00837,used,FIR-000479
ACC-02249,VEH-01053,used,FIR-000741
ACC-03593,VEH-00792,registered,FIR-000549
ACC-00702,VEH-00381,registered,FIR-003489
ACC-00994,VEH-00982,registered,FIR-001762
ACC-00432,VEH-00799,registered,FIR-001492
ACC-03359,VEH-00627,registered,FIR-003207
ACC-03113,VEH-00981,registered,FIR-002293
ACC-03645,VEH-01275,used,FIR-001405
ACC-01835,VEH-00986,registered,FIR-003440
ACC-00427,VEH-01044,used,FIR-000483
ACC-00173,VEH-00857,registered,FIR-002433
ACC-02985,VEH-00997,registered,FIR-000538
ACC-01970,VEH-01278,registered,FIR-003032
ACC-02339,VEH-00416,registered,FIR-002825
ACC-04162,VEH-00584,registered,FIR-000199
ACC-03146,VEH-00642,registered,FIR-000504
ACC-01950,VEH-01264,registered,FIR-003529
ACC-00683,VEH-00832,registered,FIR-001061
ACC-00978,VEH-00384,registered,FIR-002414
ACC-03012,VEH-00152,registered,FIR-001625
ACC-02898,VEH-00313,registered,FIR-001529
ACC-03193,VEH-00952,used,FIR-003124
ACC-01771,VEH-00343,registered,FIR-000114
ACC-04423,VEH-00610,registered,FIR-002758
ACC-03824,VEH-00847,registered,FIR-000527
ACC-01213,VEH-00412,registered,FIR-003393
